epoch,flightNo,id,cosparLaunchNo,failure
1971-04-23T11:31:12+00:00,53727-116,2243,1971-035,False
1971-04-24T07:26:24+00:00,S173C,4208,1971-036,False
1971-04-24T11:16:48+00:00,Yu457-33,2244,1971-037,False
1971-04-28T14:38:24+00:00,53727-115,4016,1971-038,False
1971-05-05T07:40:48+00:00,23C-2 (3C-20),2245,1971-039,False
1971-05-06T06:14:24+00:00,7705711-122,2246,1971-040,False
1971-05-07T14:24:00+00:00,53727-121,1196,1971-041,False
1971-05-09T01:12:00+00:00,AC-24,5385,1971-F04,True
1971-05-10T17:02:24+00:00,253-01,2062,1971-042,False
1971-05-18T07:55:12+00:00,7705712-218,2247,1971-043,False
1971-05-19T10:19:12+00:00,45747-138,2248,1971-044,False
1971-05-19T16:19:12+00:00,255-01,2249,1971-045,False
1971-05-22T00:57:36+00:00,53727-120,2250,1971-046,False
1971-05-27T12:00:00+00:00,64657-133,2063,1971-047,False
1971-05-28T10:33:36+00:00,Kh15002-052,705,1971-048,False
1971-05-28T15:21:36+00:00,249-01,1197,1971-049,False
1971-05-29T03:50:24+00:00,V149-30LM,4209,1971-050,False
1971-05-30T22:19:12+00:00,AC-23,2251,1971-051,False
1971-06-04T18:14:24+00:00,65014-101,155,1971-052,False
1971-06-06T04:48:00+00:00,Kh15000-024,2064,1971-053,False
1971-06-08T13:55:12+00:00,210/BII-12,2252,1971-054,False
1971-06-11T10:04:48+00:00,7801424-715,2253,1971-055,False
1971-06-15T18:43:12+00:00,23D-1,2065,1971-056,False
1971-06-24T07:55:12+00:00,7705711-123,2254,1971-057,False
1971-06-25T10:33:36+00:00,7801422-235,5386,1971-F05,True
1971-06-26T23:16:48+00:00,6L/Kh15006,5387,1971-F06,True
1971-07-08T23:02:24+00:00,S177C,2255,1971-058,False
1971-07-16T01:40:48+00:00,7705711-308,4017,1971-059,False
1971-07-16T10:48:00+00:00,550/2737,2066,1971-060,False
1971-07-20T10:04:48+00:00,7705712-221,706,1971-061,False
1971-07-22T13:40:48+00:00,V149-32LM,5388,1971-F07,True
1971-07-23T11:02:24+00:00,7705712-215,2256,1971-062,False
1971-07-26T13:40:48+00:00,SA-510,2257,1971-063,False
1971-07-28T03:36:00+00:00,Kh15000-096,4210,1971-064,False
1971-07-30T08:24:00+00:00,7801421-141,2067,1971-065,False
1971-08-03T11:02:24+00:00,45747-139,5389,1971-F08,True
1971-08-05T10:04:48+00:00,7801422-242,2258,1971-066,False
1971-08-07T00:14:24+00:00,76F,1198,1971-067,False
1971-08-08T23:45:36+00:00,V 22501-07,2259,1971-068,False
1971-08-12T05:31:12+00:00,Yu15000-017,1112,1971-069,False
1971-08-12T15:36:00+00:00,24B-1 (3B-32),2068,1971-070,False
1971-08-16T18:43:12+00:00,S180C,2260,1971-071,False
1971-08-19T06:28:48+00:00,Kh76001-040,5390,1971-F09,True
1971-08-27T10:48:00+00:00,64657-134,4211,1971-072,False
1971-09-02T13:40:48+00:00,256-01,2261,1971-073,False
1971-09-07T01:12:00+00:00,Yu149-42,2262,1971-074,False
1971-09-10T03:36:00+00:00,65014-106,707,1971-075,False
1971-09-10T21:36:00+00:00,567/1662,2069,1971-076,False
1971-09-14T12:57:36+00:00,7702424-716,1095,1971-077,False
1971-09-21T12:00:00+00:00,7705711-124,1094,1971-078,False
1971-09-24T10:33:36+00:00,64634-148,1096,1971-079,False
1971-09-28T04:04:48+00:00,M-4S-3,162,1971-080,False
1971-09-28T07:40:48+00:00,7705712-224,1097,1971-081,False
1971-09-28T10:04:48+00:00,257-01,654,1971-082,False
1971-09-29T09:50:24+00:00,565/D085,1098,1971-083,False
1971-09-29T11:31:12+00:00,7705712-222,1099,1971-084,False
1971-10-07T12:28:48+00:00,7801421-135,163,1971-085,False
1971-10-13T13:40:48+00:00,47114-104,655,1971-086,False
1971-10-14T07:55:12+00:00,159/BIIA-10,1100,1971-087,False
1971-10-14T09:07:12+00:00,7705712-223,1101,1971-088,False
1971-10-17T13:40:48+00:00,570/,1102,1971-089,False
1971-10-19T12:43:12+00:00,64634-145,2263,1971-090,False
1971-10-21T11:31:12+00:00,572/D086,1103,1971-091,False
1971-10-23T17:16:48+00:00,24B-2 (3B-33),1104,1971-092,False
1971-10-28T04:04:48+00:00,R-3,1105,1971-093,False
1971-11-02T14:24:00+00:00,7705712-217,2264,1971-094,False
1971-11-03T03:07:12+00:00,23C-3 (3C-21),1106,1971-095,False
1971-11-05T12:57:36+00:00,F-11,5258,1971-F10,True
1971-11-15T05:45:36+00:00,S163CR,2265,1971-096,False
1971-11-17T11:16:48+00:00,29547-144,1107,1971-097,False
1971-11-19T12:00:00+00:00,7705712-214,656,1971-098,False
1971-11-20T18:00:00+00:00,47114-105,1113,1971-099,False
1971-11-24T00:00:00+00:00,None,5287,1971-F11,True
1971-11-24T09:36:00+00:00,Yu15000-092,2266,1971-100,False
1971-11-29T10:04:48+00:00,29524-151,1963,1971-101,False
1971-11-29T17:31:12+00:00,65027-110,156,1971-102,False
1971-11-30T16:33:36+00:00,65017-101,1114,1971-103,False
1971-12-02T08:24:00+00:00,None,1115,1971-104,False
1971-12-02T17:31:12+00:00,47117-109,1116,1971-105,False
1971-12-03T12:57:36+00:00,7801421-137,5391,1971-F12,True
1971-12-03T13:26:24+00:00,Yu22500-09L,1117,1971-106,False
1971-12-04T22:33:36+00:00,5503A/2804,5587,1971-F13,True
1971-12-05T16:19:12+00:00,No. 4,5392,1971-F14,True
1971-12-06T09:50:24+00:00,Kh76002-053,157,1971-107,False
1971-12-10T11:02:24+00:00,7801422-238,1118,1971-108,False
1971-12-11T20:52:48+00:00,S183C,1119,1971-109,False
1971-12-14T12:14:24+00:00,568/2707,1120,1971-110,False
1971-12-15T04:33:36+00:00,65017-108,2267,1971-111,False
1971-12-16T09:36:00+00:00,7801422-236,1121,1971-112,False
1971-12-17T10:33:36+00:00,45747-140,1122,1971-113,False
1971-12-17T12:57:36+00:00,65014-102,1218,1971-114,False
1971-12-19T22:48:00+00:00,7705711-497,1123,1971-115,False
1971-12-20T01:12:00+00:00,AC-26,158,1971-116,False
1971-12-25T11:31:12+00:00,Yu22500-18L,1124,1971-117,False
1971-12-27T14:09:36+00:00,Yu15000-001,1125,1971-118,False
1971-12-27T18:57:36+00:00,65014-103,661,1971-119,False
1971-12-29T10:48:00+00:00,7705711-307,1126,1971-120,False
1972-01-12T10:04:48+00:00,7702423-247,2268,1972-001,False
1972-01-20T18:28:48+00:00,23D-2,1127,1972-002,False
1972-01-23T00:14:24+00:00,AC-28,1128,1972-003,False
1972-01-25T11:16:48+00:00,29547-143,2269,1972-004,False
1972-01-31T17:16:48+00:00,564/D087,1129,1972-005,False
1972-02-03T08:38:24+00:00,7801421-136,159,1972-006,False
1972-02-14T03:21:36+00:00,258-01,662,1972-007,False
1972-02-16T09:36:00+00:00,7801422-240,2270,1972-008,False
1972-02-16T10:04:48+00:00,33B-2 (3B-37),5259,1972-F01,True
1972-02-25T07:55:12+00:00,53727-113,1130,1972-009,False
1972-03-01T09:36:00+00:00,23C-4 (3C-22),2271,1972-010,False
1972-03-01T11:16:48+00:00,S 15000-009,663,1972-011,False
1972-03-03T01:55:12+00:00,AC-27,2272,1972-012,False
1972-03-04T10:04:48+00:00,7801421-138,2273,1972-013,False
1972-03-12T01:55:12+00:00,573/D088,1131,1972-014,False
1972-03-15T12:57:36+00:00,7702423-252,664,1972-015,False
1972-03-17T17:02:24+00:00,24B-3 (3B-34),2274,1972-016,False
1972-03-22T20:24:00+00:00,47127-122,160,1972-017,False
1972-03-24T08:52:48+00:00,153/BIIA-15,1132,1972-018,False
1972-03-25T02:24:00+00:00,65027-123,2275,1972-019,False
1972-03-25T10:33:36+00:00,64657-134,2276,1972-020,False
1972-03-27T04:19:12+00:00,S 15000-063,1133,1972-021,False
1972-03-30T14:09:36+00:00,7702421-334,648,1972-022,False
1972-03-31T04:04:48+00:00,7801421-513,168,1972-023,False
1972-04-03T10:19:12+00:00,7801422-245,4186,1972-024,False
1972-04-04T20:38:24+00:00,Yu15000-093,1079,1972-025,False
1972-04-06T07:55:12+00:00,7801421-139,2277,1972-026,False
1972-04-07T10:04:48+00:00,Kh15000-013,649,1972-027,False
1972-04-11T11:02:24+00:00,45734-142,2278,1972-028,False
1972-04-14T00:57:36+00:00,Kh15000-079,1080,1972-029,False
1972-04-14T07:55:12+00:00,7702423-253,650,1972-030,False
1972-04-16T18:00:00+00:00,SA-511,2279,1972-031,False
1972-04-19T21:50:24+00:00,569/1661,169,1972-032,False
1972-04-21T12:00:00+00:00,45747-137,1081,1972-033,False
1972-04-25T11:31:12+00:00,64634-146,5393,1972-F02,True
1972-05-05T11:16:48+00:00,7702424-717,1082,1972-034,False
1972-05-06T11:31:12+00:00,65024-110,651,1972-035,False
1972-05-17T10:19:12+00:00,7701421-140,2280,1972-036,False
1972-05-19T14:24:00+00:00,Yu15000-091,745,1972-037,False
1972-05-20T15:36:00+00:00,24B-4 (3B-35),5394,1972-F03,True
1972-05-25T06:28:48+00:00,7801422-244,1083,1972-038,False
1972-05-25T18:43:12+00:00,571/1663,2281,1972-039,False
1972-06-09T06:57:36+00:00,7702423-250,652,1972-040,False
1972-06-13T21:50:24+00:00,AC-29,1084,1972-041,False
1972-06-21T06:28:48+00:00,7801421-142,2282,1972-042,False
1972-06-23T09:21:36+00:00,47127-111,1964,1972-043,False
1972-06-23T11:16:48+00:00,7801422-239,659,1972-044,False
1972-06-26T14:52:48+00:00,Yu15000-020,2283,1972-045,False
1972-06-29T03:50:24+00:00,M 15000-108,660,1972-046,False
1972-06-30T06:00:00+00:00,None,4243,1972-047,False
1972-06-30T09:21:36+00:00,29524-153,164,1972-048,False
1972-06-30T18:57:36+00:00,7801421-333,1108,1972-049,False
1972-07-05T09:36:00+00:00,29524-152,1109,1972-050,False
1972-07-06T10:33:36+00:00,7702423-246,657,1972-051,False
1972-07-07T17:45:36+00:00,23D-5,2284,1972-052,False
1972-07-10T16:19:12+00:00,65014-107,2285,1972-053,False
1972-07-12T06:00:00+00:00,None,1110,1972-054,False
1972-07-13T14:24:00+00:00,Kh15000-002,658,1972-055,False
1972-07-19T13:40:48+00:00,78033  -267,2286,1972-056,False
1972-07-20T18:14:24+00:00,47127-112,1111,1972-057,False
1972-07-23T18:00:00+00:00,574/D089,165,1972-058,False
1972-07-28T10:19:12+00:00,7702421-143,2287,1972-059,False
1972-07-29T03:21:36+00:00,260-01,5395,1972-F04,True
1972-08-02T08:09:36+00:00,78033  -266,2288,1972-060,False
1972-08-13T15:07:12+00:00,S184C,1134,1972-061,False
1972-08-16T13:40:48+00:00,Yu149-38,665,1972-062,False
1972-08-18T10:04:48+00:00,7702424-718,2289,1972-063,False
1972-08-19T02:38:24+00:00,M-4S-4,1135,1972-064,False
1972-08-21T10:33:36+00:00,45014-19L,2291,1972-066,False
1972-08-21T10:33:36+00:00,AC-22,2290,1972-065,False
1972-08-30T08:24:00+00:00,7702421-144,2292,1972-067,False
1972-09-01T17:31:12+00:00,24B-5 (3B-39),1136,1972-068,False
1972-09-02T10:48:00+00:00,78033-  271,5396,1972-F05,True
1972-09-02T17:45:36+00:00,S182C,161,1972-069,False
1972-09-15T09:36:00+00:00,78033-  156,2293,1972-070,False
1972-09-16T08:24:00+00:00,78033  -268,2294,1972-071,False
1972-09-19T19:12:00+00:00,S 15000-100,1087,1972-072,False
1972-09-23T01:26:24+00:00,579/D090,2295,1972-073,False
1972-09-29T20:24:00+00:00,Yu47121-11,4242,1972-074,False
1972-09-30T20:24:00+00:00,S 15000-106,1088,1972-075,False
1972-10-02T20:09:36+00:00,102F,1089,1972-076,False
1972-10-04T12:00:00+00:00,78033-  272,2296,1972-077,False
1972-10-05T11:31:12+00:00,64657-135,1090,1972-078,False
1972-10-10T18:00:00+00:00,23D-3,4330,1972-079,False
1972-10-11T13:26:24+00:00,64634-147,2297,1972-080,False
1972-10-14T06:14:24+00:00,7705711-498,1091,1972-081,False
1972-10-15T17:16:48+00:00,575/D091,2298,1972-082,False
1972-10-17T19:55:12+00:00,Yu149-40,5397,1972-F06,True
1972-10-18T12:00:00+00:00,76043-  161,2299,1972-083,False
1972-10-25T10:33:36+00:00,64657-136,1092,1972-084,False
1972-10-26T22:04:48+00:00,Kh15000-006,2300,1972-085,False
1972-10-31T13:26:24+00:00,78033-  729,1093,1972-086,False
1972-11-01T02:09:36+00:00,Yu149-46,1052,1972-087,False
1972-11-03T01:40:48+00:00,Yu47121-1U,641,1972-088,False
1972-11-09T03:21:36+00:00,294/BIIA-16,1965,1972-089,False
1972-11-10T01:12:00+00:00,580/D092,1905,1972-090,False
1972-11-15T22:19:12+00:00,S170CR,1053,1972-091,False
1972-11-22T00:14:24+00:00,S185C,1054,1972-092,False
1972-11-23T06:14:24+00:00,7L/Kh15007,5398,1972-F07,True
1972-11-25T09:07:12+00:00,78033  -157,2301,1972-093,False
1972-11-30T21:50:24+00:00,29524-155,1055,1972-094,False
1972-12-02T04:33:36+00:00,7801421-512,1906,1972-095,False
1972-12-07T05:31:12+00:00,SA-512,1056,1972-096,False
1972-12-11T07:55:12+00:00,577/D093,1057,1972-097,False
1972-12-12T06:57:36+00:00,76043-  537,1058,1972-098,False
1972-12-14T13:40:48+00:00,76043-  274,1907,1972-099,False
1972-12-16T11:31:12+00:00,S181C,642,1972-100,False
1972-12-20T22:19:12+00:00,5204A/2805,1059,1972-101,False
1972-12-21T02:09:36+00:00,Yu149-43,1060,1972-102,False
1972-12-21T17:45:36+00:00,24B-6 (3B-40),1061,1972-103,False
1972-12-25T23:02:24+00:00,53724-113,1908,1972-104,False
1972-12-27T10:33:36+00:00,S 15000-003,2302,1972-105,False
1972-12-28T11:02:24+00:00,S 15000-012,1062,1972-106,False
1973-01-08T06:57:36+00:00,259-01,1063,1973-001,False
1973-01-11T10:04:48+00:00,78033  -270,1909,1973-002,False
1973-01-20T03:36:00+00:00,Yu149-44,643,1973-003,False
1973-01-24T11:45:36+00:00,64653-169,1064,1973-004,False
1973-01-26T11:45:36+00:00,Yu149-37,2303,1973-005,False
1973-02-01T08:24:00+00:00,78033  -159,644,1973-006,False
1973-02-03T05:45:36+00:00,7801421-514,1910,1973-007,False
1973-02-08T13:12:00+00:00,7801422-237,2304,1973-008,False
1973-02-15T01:12:00+00:00,M 15000-118,1911,1973-009,False
1973-02-28T04:33:36+00:00,Yu149-45,1065,1973-010,False
1973-03-01T12:43:12+00:00,78033-  730,1066,1973-011,False
1973-03-06T09:21:36+00:00,7702423-249,2305,1973-012,False
1973-03-06T09:36:00+00:00,5202A/1552,1912,1973-013,False
1973-03-09T21:07:12+00:00,23D-6,2306,1973-014,False
1973-03-20T11:16:48+00:00,7702421-335,2307,1973-015,False
1973-03-22T10:04:48+00:00,78033-  158,1068,1973-016,False
1973-04-03T09:07:12+00:00,283-01,166,1973-017,False
1973-04-05T11:16:48+00:00,M 15000-115,2308,1973-018,False
1973-04-06T02:09:36+00:00,AC-30,2051,1973-019,False
1973-04-12T11:45:36+00:00,29547-142,1069,1973-020,False
1973-04-19T08:52:48+00:00,76043  -733,2309,1973-021,False
1973-04-19T10:19:12+00:00,None,1070,1973-022,False
1973-04-20T23:45:36+00:00,583/D094,2310,1973-023,False
1973-04-25T00:00:00+00:00,None,5399,1973-F01,True
1973-04-25T10:48:00+00:00,77019  -173,1071,1973-024,False
1973-05-05T06:57:36+00:00,77019  -751,2311,1973-025,False
1973-05-11T00:14:24+00:00,284-01,1072,1973-026,False
1973-05-14T17:31:12+00:00,SA-513,167,1973-027,False
1973-05-16T16:33:36+00:00,24B-7 (3B-41),2312,1973-028,False
1973-05-17T13:26:24+00:00,45734-143,1073,1973-029,False
1973-05-18T11:02:24+00:00,76043  -731,2313,1973-030,False
1973-05-21T08:47:00+00:00,None,5400,1973-F02,True
1973-05-23T10:33:36+00:00,7702423-248,1074,1973-031,False
1973-05-25T09:21:36+00:00,65024-109,5320,1973-F03,True
1973-05-25T12:57:36+00:00,SA-206,2314,1973-032,False
1973-05-25T13:26:24+00:00,78033  -160,2315,1973-033,False
1973-05-29T10:19:12+00:00,7702421-335? (336?),1075,1973-034,False
1973-06-05T11:31:12+00:00,64634-149,646,1973-035,False
1973-06-06T11:31:12+00:00,7801422-241,1076,1973-036,False
1973-06-08T15:50:24+00:00,53753-210,2316,1973-037,False
1973-06-10T10:04:48+00:00,7702423-251,2317,1973-038,False
1973-06-10T14:09:36+00:00,581/D095,2318,1973-039,False
1973-06-12T07:12:00+00:00,23C-6  (3C-24),1077,1973-040,False
1973-06-15T06:00:00+00:00,S 15000-027,2319,1973-041,False
1973-06-20T06:14:24+00:00,53724-116,4244,1973-042,False
1973-06-21T13:26:24+00:00,77019  -176,1078,1973-043,False
1973-06-26T01:22:00+00:00,None,5286,1973-F08,True
1973-06-26T17:02:24+00:00,24B-9  (3B-43),5401,1973-F04,True
1973-06-27T11:45:36+00:00,Kh15000-004,647,1973-044,False
1973-07-04T11:02:24+00:00,7801422-243,5402,1973-F05,True
1973-07-11T10:04:48+00:00,76043  -533,2320,1973-045,False
1973-07-13T20:24:00+00:00,23D-7,1034,1973-046,False
1973-07-16T17:16:48+00:00,578/D096,5403,1973-F06,True
1973-07-21T19:26:24+00:00,261-01,2321,1973-047,False
1973-07-25T11:31:12+00:00,7702423-254,1035,1973-048,False
1973-07-25T18:57:36+00:00,262-01,1917,1973-049,False
1973-07-28T11:16:48+00:00,SA-207,2322,1973-050,False
1973-08-01T13:55:12+00:00,77019  -174,638,1973-051,False
1973-08-05T17:45:36+00:00,281-01,1036,1973-052,False
1973-08-09T17:02:24+00:00,281-02,2323,1973-053,False
1973-08-17T04:48:00+00:00,291/BIIA-21,1918,1973-054,False
1973-08-21T12:28:48+00:00,78033  -265,2324,1973-055,False
1973-08-21T16:04:48+00:00,33B-3 (3B-38),2325,1973-056,False
1973-08-22T11:31:12+00:00,45734-141,1037,1973-057,False
1973-08-23T23:02:24+00:00,AC-31,1038,1973-058,False
1973-08-24T11:02:24+00:00,76043  -273,639,1973-059,False
1973-08-28T10:04:48+00:00,65033-201,2326,1973-060,False
1973-08-30T00:14:24+00:00,7705711-499,2327,1973-061,False
1973-08-30T10:33:36+00:00,76043  -162,1039,1973-062,False
1973-09-06T10:33:36+00:00,77019  -285,599,1973-063,False
1973-09-08T01:55:12+00:00,65027-114,2328,1973-064,False
1973-09-14T00:28:48+00:00,53714-106,1040,1973-065,False
1973-09-18T12:14:24+00:00,701-03,5260,1973-F07,True
1973-09-21T13:12:00+00:00,76043  -732,1919,1973-066,False
1973-09-27T12:14:24+00:00,S 15000-026,2329,1973-067,False
1973-09-27T17:16:48+00:00,24B-8 (3B-42),1920,1973-068,False
1973-10-02T21:50:24+00:00,53724-115,640,1973-069,False
1973-10-03T12:57:36+00:00,7702421-145,1041,1973-070,False
1973-10-06T12:28:48+00:00,76043  -736,2330,1973-071,False
1973-10-10T10:48:00+00:00,77019  -286,2331,1973-072,False
1973-10-15T08:38:24+00:00,77019  -175,1042,1973-073,False
1973-10-16T12:00:00+00:00,77019  -288,998,1973-074,False
1973-10-16T13:55:12+00:00,29519-181,1921,1973-075,False
1973-10-19T10:19:12+00:00,77019  -549,999,1973-076,False
1973-10-20T10:19:12+00:00,76019  -752,1022,1973-077,False
1973-10-26T02:24:00+00:00,582/D097,1023,1973-078,False
1973-10-27T11:16:48+00:00,77019  -287,1024,1973-079,False
1973-10-29T13:55:12+00:00,M 15000-020,1913,1973-080,False
1973-10-30T00:43:12+00:00,S178C,1025,1973-081,False
1973-10-30T18:57:36+00:00,53749-158,2332,1973-082,False
1973-10-31T18:28:48+00:00,A 15000-004,645,1973-083,False
1973-11-02T12:57:36+00:00,M 15000-116,1067,1973-084,False
1973-11-03T05:45:36+00:00,AC-34,2333,1973-085,False
1973-11-06T17:02:24+00:00,576/D098,1085,1973-086,False
1973-11-10T12:43:12+00:00,76029  -758,2334,1973-087,False
1973-11-10T20:09:36+00:00,23D-8,1086,1973-088,False
1973-11-14T20:38:24+00:00,78014  -215-15,653,1973-089,False
1973-11-16T13:55:12+00:00,SA-208,170,1973-090,False
1973-11-20T12:28:48+00:00,29524-154,1043,1973-091,False
1973-11-21T10:04:48+00:00,77019  -177,2335,1973-092,False
1973-11-27T00:14:24+00:00,53724-114,1044,1973-093,False
1973-11-28T09:36:00+00:00,64653-170,2336,1973-094,False
1973-11-28T11:45:36+00:00,76029  -759,1045,1973-095,False
1973-11-30T05:16:48+00:00,S 15000-029,2337,1973-096,False
1973-11-30T13:12:00+00:00,77019  -550,2338,1973-097,False
1973-12-04T15:07:12+00:00,53753-211,1046,1973-098,False
1973-12-13T11:16:48+00:00,45734-144,1047,1973-099,False
1973-12-14T00:00:00+00:00,23C-8 (3C-26),2339,1973-100,False
1973-12-16T06:14:24+00:00,585/D099,2340,1973-101,False
1973-12-17T12:00:00+00:00,76043  -825,1048,1973-102,False
1973-12-18T12:00:00+00:00,S 15000-028,2341,1973-103,False
1973-12-19T09:36:00+00:00,53724-112,1049,1973-104,False
1973-12-21T12:28:48+00:00,76029  -755,1050,1973-105,False
1973-12-25T11:16:48+00:00,76029  -555,171,1973-106,False
1973-12-26T16:33:36+00:00,65024-111,2342,1973-107,False
1973-12-27T20:24:00+00:00,45023-413-01,1051,1973-108,False
1973-12-29T04:19:12+00:00,65033-204,2343,1973-109,False
1974-01-17T10:04:48+00:00,53753-208,2344,1974-001,False
1974-01-19T01:40:48+00:00,587/D100,2345,1974-002,False
1974-01-24T15:07:12+00:00,77019  -178,1008,1974-003,False
1974-01-30T11:02:24+00:00,78033  -735,4176,1974-004,False
1974-02-06T00:28:48+00:00,65053-209,1009,1974-005,False
1974-02-11T13:55:12+00:00,23E-1/TC-1,5364,1974-F01,True
1974-02-12T08:52:48+00:00,77019  -290,633,1974-006,False
1974-02-13T18:00:00+00:00,24B-10 (3B-44),1010,1974-007,False
1974-02-16T05:02:24+00:00,M-3C-1,1011,1974-008,False
1974-02-18T10:04:48+00:00,S190C,1924,1974-009,False
1974-02-27T11:02:24+00:00,64643-161,1012,1974-010,False
1974-03-05T11:31:12+00:00,76043  -350,1013,1974-011,False
1974-03-05T16:04:48+00:00,64643-162,1014,1974-012,False
1974-03-09T02:24:00+00:00,S188C,2346,1974-013,False
1974-03-14T10:33:36+00:00,78031  -191,1925,1974-014,False
1974-03-16T07:55:12+00:00,207/BIIA-19,1015,1974-015,False
1974-03-20T08:24:00+00:00,A 15000-006,1016,1974-016,False
1974-03-26T13:40:48+00:00,282-01,2347,1974-017,False
1974-04-03T07:26:24+00:00,A 15000-009,2348,1974-018,False
1974-04-04T08:24:00+00:00,76043  -734,634,1974-019,False
1974-04-10T20:24:00+00:00,23D-9,1017,1974-020,False
1974-04-11T12:28:48+00:00,78031  -192,2349,1974-021,False
1974-04-12T07:55:12+00:00,76029  -757,5365,1974-F02,True
1974-04-13T23:31:12+00:00,588/D101,1018,1974-022,False
1974-04-20T20:52:48+00:00,7702421-516,1926,1974-023,False
1974-04-23T14:09:36+00:00,65033-202,2350,1974-024,False
1974-04-24T11:45:36+00:00,78033  -347,2351,1974-025,False
1974-04-26T14:24:00+00:00,76029  -554,746,1974-026,False
1974-04-29T13:26:24+00:00,76043  -737,1019,1974-027,False
1974-04-29T17:16:48+00:00,Yu47121-15,635,1974-028,False
1974-05-15T07:26:24+00:00,51049-157,4177,1974-029,False
1974-05-15T08:24:00+00:00,A 15000-008,2352,1974-030,False
1974-05-15T12:28:48+00:00,78031  -193,1020,1974-031,False
1974-05-17T06:57:36+00:00,67049-155,636,1974-032,False
1974-05-17T09:36:00+00:00,590/D102,2353,1974-033,False
1974-05-17T11:02:24+00:00,53749-167,1927,1974-034,False
1974-05-21T06:14:24+00:00,53719-152,1021,1974-035,False
1974-05-23T12:14:24+00:00,A 15000-005,5366,1974-F03,True
1974-05-27T07:26:24+00:00,A 15000-032,2354,1974-036,False
1974-05-29T08:52:48+00:00,282-02,749,1974-037,False
1974-05-30T12:43:12+00:00,76029  -762,2355,1974-038,False
1974-05-30T12:57:36+00:00,23C-9 (3C-27),1928,1974-039,False
1974-06-03T23:02:24+00:00,S191C,750,1974-040,False
1974-06-06T06:14:24+00:00,77033  -267,1000,1974-041,False
1974-06-06T16:33:36+00:00,24B-11 (3B-45),2356,1974-042,False
1974-06-13T12:28:48+00:00,77019  -753,1001,1974-043,False
1974-06-18T12:57:36+00:00,53714-165,1922,1974-044,False
1974-06-21T09:07:12+00:00,65053-205,2357,1974-045,False
1974-06-24T22:33:36+00:00,283-02,1026,1974-046,False
1974-06-26T12:28:48+00:00,29543-163,2358,1974-047,False
1974-06-27T15:36:00+00:00,53749-160,1027,1974-048,False
1974-06-29T12:43:12+00:00,7602983-  7,1914,1974-049,False
1974-06-29T16:04:48+00:00,A 15000-121,2359,1974-050,False
1974-07-03T18:57:36+00:00,S 15000-031,1028,1974-051,False
1974-07-09T14:38:24+00:00,76043  -349,1029,1974-052,False
1974-07-11T11:02:24+00:00,29543-164,5261,1974-F04,True
1974-07-12T12:43:12+00:00,76029  -761,1915,1974-053,False
1974-07-12T13:55:12+00:00,701-04,5262,1974-F05,True
1974-07-14T05:16:48+00:00,69F,2360,1974-054,False
1974-07-16T11:45:36+00:00,S186C,1030,1974-055,False
1974-07-23T01:26:24+00:00,78033  -529,2361,1974-056,False
1974-07-25T06:57:36+00:00,77019  -289,1031,1974-057,False
1974-07-25T12:00:00+00:00,29543-165,1916,1974-058,False
1974-07-26T06:57:36+00:00,76029  -180,2362,1974-059,False
1974-07-29T12:00:00+00:00,287-01,2363,1974-060,False
1974-08-06T00:00:00+00:00,K 15000-011,2364,1974-061,False
1974-08-07T12:43:12+00:00,76029  -760,2365,1974-062,False
1974-08-09T03:21:36+00:00,275/BIIA-22,1032,1974-063,False
1974-08-12T06:28:48+00:00,K 15000-007,1033,1974-064,False
1974-08-14T15:50:24+00:00,24B-12 (3B-46),2366,1974-065,False
1974-08-16T03:36:00+00:00,78033  -325,637,1974-066,False
1974-08-26T19:55:12+00:00,S 15000-030,2367,1974-067,False
1974-08-29T07:40:48+00:00,78031  -774,2368,1974-068,False
1974-08-29T14:52:48+00:00,53719-154,754,1974-069,False
1974-08-30T09:07:12+00:00,78031  -196,5574,1974-F06,True
1974-08-30T14:09:36+00:00,S189C,2369,1974-070,False
1974-09-11T17:45:36+00:00,53719-151,755,1974-071,False
1974-09-19T14:52:48+00:00,53753-206,4178,1974-072,False
1974-09-20T09:36:00+00:00,78031  -194,601,1974-073,False
1974-09-26T16:33:36+00:00,45753-166,756,1974-074,False
1974-10-10T22:48:00+00:00,589/D103,2370,1974-075,False
1974-10-11T11:31:12+00:00,53721-251 (225?),757,1974-076,False
1974-10-15T07:40:48+00:00,S187C,1930,1974-077,False
1974-10-18T14:52:48+00:00,77019  -754,602,1974-078,False
1974-10-18T22:33:36+00:00,53753-207,758,1974-079,False
1974-10-22T18:00:00+00:00,K 15000-010,2371,1974-080,False
1974-10-24T12:43:12+00:00,78033  -528,603,1974-081,False
1974-10-25T09:36:00+00:00,K 15000-012,2372,1974-082,False
1974-10-28T10:19:12+00:00,77019  -352,759,1974-083,False
1974-10-28T14:24:00+00:00,285-01,2373,1974-084,False
1974-10-29T19:26:24+00:00,23D-4,1259,1974-085,False
1974-10-31T10:04:48+00:00,53721-253,4025,1974-086,False
1974-11-01T14:24:00+00:00,78031  -179,760,1974-087,False
1974-11-04T10:33:36+00:00,76029  -836,604,1974-088,False
1974-11-05T09:36:00+00:00,Y1       (3),5584,1974-F07,True
1974-11-15T17:16:48+00:00,592/D104,761,1974-089,False
1974-11-16T11:45:36+00:00,76029  -763,4179,1974-090,False
1974-11-20T12:00:00+00:00,45753-168,762,1974-091,False
