epoch,flightNo,id,cosparLaunchNo,failure
1994-02-08T08:38:24+00:00,Y1,3611,1994-010,False
1994-02-12T08:52:48+00:00,67013-303,888,1994-011,False
1994-02-18T07:55:12+00:00,376-02,3612,1994-012,False
1994-02-19T23:45:36+00:00,D225,890,1994-013,False
1994-03-02T03:21:36+00:00,51024-504,891,1994-014,False
1994-03-04T13:55:12+00:00,STS-62,329,1994-015,False
1994-03-10T03:36:00+00:00,D226,3613,1994-016,False
1994-03-13T22:33:36+00:00,T1   1110,894,1994-017,False
1994-03-17T16:33:36+00:00,76032  -993,3614,1994-018,False
1994-03-22T04:48:00+00:00,76032  -992,3615,1994-019,False
1994-04-09T11:02:24+00:00,STS-59,893,1994-020,False
1994-04-11T07:55:12+00:00,377-01,892,1994-021,False
1994-04-13T06:00:00+00:00,AC-73,3616,1994-022,False
1994-04-23T07:55:12+00:00,45019-219/1-89,895,1994-023,False
1994-04-26T02:09:36+00:00,53735-614,3617,1994-024,False
1994-04-28T17:16:48+00:00,78023  -751,896,1994-025,False
1994-05-03T15:50:24+00:00,K-7/TC-10   (45E-1),3618,1994-026,False
1994-05-04T00:00:00+00:00,ASLV-D4,3619,1994-027,False
1994-05-09T02:52:48+00:00,S218C,897,1994-028,False
1994-05-19T17:02:24+00:00,005/F5,3620,1994-029,False
1994-05-20T01:55:12+00:00,357-01,1864,1994-030,False
1994-05-22T04:33:36+00:00,76024  -355,898,1994-031,False
1994-05-25T10:19:12+00:00,51082-802,5332,1994-F02,True
1994-06-07T07:26:24+00:00,78012  -831,3621,1994-032,False
1994-06-14T16:04:48+00:00,N 15000-040,899,1994-033,False
1994-06-17T07:12:00+00:00,V64 L436,900,1994-034,False
1994-06-24T13:55:12+00:00,AC-76,3622,1994-035,False
1994-06-27T21:21:36+00:00,F6,5333,1994-F03,True
1994-07-01T12:28:48+00:00,N 15000-072,901,1994-036,False
1994-07-03T07:55:12+00:00,Y2,3623,1994-037,False
1994-07-07T00:00:00+00:00,365-02,902,1994-038,False
1994-07-08T16:48:00+00:00,STS-65,3624,1994-039,False
1994-07-08T23:02:24+00:00,V65 L437b,903,1994-040,False
1994-07-14T05:16:48+00:00,65035-612,3625,1994-041,False
1994-07-20T17:31:12+00:00,77044  -995,3626,1994-042,False
1994-07-21T10:48:00+00:00,Y8,904,1994-043,False
1994-07-29T09:36:00+00:00,77031  -497,3627,1994-044,False
1994-08-02T19:55:12+00:00,47135-613,905,1994-045,False
1994-08-03T14:38:24+00:00,F7,3628,1994-046,False
1994-08-04T00:00:00+00:00,AC-107,906,1994-047,False
1994-08-05T01:12:00+00:00,78012  -642,907,1994-048,False
1994-08-10T23:02:24+00:00,V66 L438a,3629,1994-049,False
1994-08-11T15:21:36+00:00,367-02,908,1994-050,False
1994-08-23T14:24:00+00:00,77044  -661,3630,1994-051,False
1994-08-25T14:24:00+00:00,N 15000-636,3631,1994-052,False
1994-08-26T12:00:00+00:00,67057-901/14NI,909,1994-053,False
1994-08-27T08:52:48+00:00,K-9/TC-11   (45E-2),911,1994-054,False
1994-08-27T23:16:48+00:00,Y5,3632,1994-055,False
1994-08-28T07:55:12+00:00,H-II-2F,910,1994-056,False
1994-08-29T17:31:12+00:00,20E,3633,1994-057,False
1994-09-09T00:28:48+00:00,V67 L429a,330,1994-058,False
1994-09-09T22:19:12+00:00,STS-64,912,1994-059,False
1994-09-21T18:00:00+00:00,381-02,3634,1994-060,False
1994-09-27T13:55:12+00:00,47135-616,913,1994-061,False
1994-09-30T11:16:48+00:00,STS-68,3635,1994-062,False
1994-10-03T22:48:00+00:00,Ya15000-074,914,1994-063,False
1994-10-06T06:28:48+00:00,AC-111,3636,1994-064,False
1994-10-08T01:12:00+00:00,V68 L440,3637,1994-065,False
1994-10-11T14:24:00+00:00,67033-306,915,1994-066,False
1994-10-13T16:19:12+00:00,377-02,3638,1994-067,False
1994-10-15T05:02:24+00:00,PSLV-D2,916,1994-068,False
1994-10-31T14:24:00+00:00,361-02,83,1994-069,False
1994-11-01T00:43:12+00:00,V69 L441,3639,1994-070,False
1994-11-01T09:36:00+00:00,D227,84,1994-071,False
1994-11-02T00:57:36+00:00,51013-301,85,1994-072,False
1994-11-03T17:02:24+00:00,STS-66,1865,1994-073,False
1994-11-04T05:45:36+00:00,51057-902/1-87,3640,1994-074,False
1994-11-11T07:26:24+00:00,Ya15000-638,3641,1994-075,False
1994-11-20T00:43:12+00:00,371-01,86,1994-076,False
1994-11-24T09:21:36+00:00,45033-305/2-90,87,1994-077,False
1994-11-29T02:52:48+00:00,51092-805,3642,1994-078,False
1994-11-29T10:19:12+00:00,AC-110,88,1994-079,False
1994-11-29T17:02:24+00:00,Y2,3643,1994-080,False
1994-12-01T23:02:24+00:00,V70 L442a,5277,1994-F04,True
1994-12-14T14:24:00+00:00,77031  -672,89,1994-081,False
1994-12-16T12:00:00+00:00,373-02,3644,1994-082,False
1994-12-20T05:16:48+00:00,53735-617,90,1994-083,False
1994-12-22T22:19:12+00:00,K-14        (45D-3),3645,1994-084,False
1994-12-26T03:07:12+00:00,No. 4L/511-1992-004,91,1994-085,False
1994-12-26T22:33:36+00:00,67034-502,92,1994-086,False
1994-12-28T11:31:12+00:00,366-01,3646,1994-087,False
1994-12-29T11:31:12+00:00,76032  -762,93,1994-088,False
1994-12-30T10:04:48+00:00,11E,94,1994-089,False
1995-01-10T06:14:24+00:00,AC-113,3647,1995-001,False
1995-01-15T13:45:00+00:00,M-3S2-8,4384,1995-901,False
1995-01-24T03:50:24+00:00,53735-620,95,1995-002,False
1995-01-25T22:33:36+00:00,Y6,5278,1995-F01,True
1995-01-29T01:26:24+00:00,AC-112,3648,1995-003,False
1995-02-03T05:16:48+00:00,STS-63,3649,1995-004,False
1995-02-15T16:48:00+00:00,Ya15000-641,96,1995-005,False
1995-02-16T17:45:36+00:00,Ya15000-051,3650,1995-006,False
1995-03-02T06:43:12+00:00,STS-67,97,1995-007,False
1995-03-02T12:57:36+00:00,65065-627,3651,1995-008,False
1995-03-07T09:21:36+00:00,370-02,4346,1995-009,False
1995-03-14T06:14:24+00:00,V 15000-075,98,1995-010,False
1995-03-18T07:55:12+00:00,H-II-3F,3652,1995-011,False
1995-03-22T04:04:48+00:00,47135-622,100,1995-012,False
1995-03-22T06:14:24+00:00,AC-115,3653,1995-013,False
1995-03-22T16:48:00+00:00,77031  -507,99,1995-014,False
1995-03-24T14:09:36+00:00,45E,3654,1995-015,False
1995-03-28T10:04:48+00:00,None,5304,1995-F02,True
1995-03-28T23:16:48+00:00,V71 L443a,101,1995-016,False
1995-04-03T13:55:12+00:00,F8,3655,1995-017,False
1995-04-05T11:16:48+00:00,3,1866,1995-018,False
1995-04-07T23:45:36+00:00,AC-114,3656,1995-019,False
1995-04-09T19:40:48+00:00,V 15000-646,917,1995-020,False
1995-04-21T01:40:48+00:00,V72 L444,331,1995-021,False
1995-05-14T13:40:48+00:00,K-23/TC-17  (45E-8),3657,1995-022,False
1995-05-17T06:28:48+00:00,V73 L445,3658,1995-023,False
1995-05-20T03:36:00+00:00,378-02,918,1995-024,False
1995-05-23T05:45:36+00:00,AC-77,3659,1995-025,False
1995-05-24T20:09:36+00:00,77017  -573,3660,1995-026,False
1995-05-31T15:21:36+00:00,AC-116,919,1995-027,False
1995-06-08T04:48:00+00:00,51041-505,4333,1995-028,False
1995-06-10T00:28:48+00:00,V74 L446b,3661,1995-029,False
1995-06-22T19:55:12+00:00,F9,5305,1995-F03,True
1995-06-27T19:26:24+00:00,STS-71,920,1995-030,False
1995-06-28T18:28:48+00:00,77031  -506,3662,1995-031,False
1995-07-05T03:07:12+00:00,53765-638,335,1995-032,False
1995-07-07T16:19:12+00:00,V75 L447,921,1995-033,False
1995-07-10T12:43:12+00:00,K-19/TC-8   (45E-5),3663,1995-034,False
1995-07-13T13:40:48+00:00,STS-70,3664,1995-035,False
1995-07-20T03:07:12+00:00,V 15000-643,922,1995-036,False
1995-07-24T15:50:24+00:00,374-01,333,1995-037,False
1995-07-31T23:31:12+00:00,AC-118 MLV-5/IABS-5,3665,1995-038,False
1995-08-03T00:00:00+00:00,N 15000-294,3666,1995-039,False
1995-08-03T23:02:24+00:00,V76 L448b,924,1995-040,False
1995-08-05T11:16:48+00:00,D228,923,1995-041,False
1995-08-09T02:24:00+00:00,77031  -674,3667,1995-042,False
1995-08-15T22:33:36+00:00,DLV,5306,1995-F04,True
1995-08-29T00:57:36+00:00,AC-117,927,1995-043,False
1995-08-29T06:43:12+00:00,V77 L449b,3668,1995-044,False
1995-08-30T19:26:24+00:00,369-02,925,1995-045,False
1995-08-31T06:43:12+00:00,45025-801,3669,1995-046,False
1995-09-03T09:07:12+00:00,V 15000-076,926,1995-047,False
1995-09-07T15:07:12+00:00,STS-69,3670,1995-048,False
1995-09-24T00:00:00+00:00,V78 L450b,928,1995-049,False
1995-09-26T11:16:48+00:00,V 15000-053,3671,1995-050,False
1995-09-29T04:19:12+00:00,Ya15000-642,929,1995-051,False
1995-10-06T03:21:36+00:00,47165-625,930,1995-052,False
1995-10-08T18:57:36+00:00,V 15000-645,3672,1995-053,False
1995-10-11T16:19:12+00:00,386-01,3673,1995-054,False
1995-10-19T00:43:12+00:00,V79 L451c,336,1995-055,False
1995-10-20T13:55:12+00:00,STS-73,931,1995-056,False
1995-10-22T07:55:12+00:00,AC-119,3674,1995-057,False
1995-10-23T22:04:48+00:00,F1,5307,1995-F05,True
1995-10-31T20:24:00+00:00,45057-903/2-89,932,1995-058,False
1995-11-04T14:24:00+00:00,D229,3675,1995-059,False
1995-11-06T05:16:48+00:00,K-21/TC-13  (45E-7),3676,1995-060,False
1995-11-12T12:28:48+00:00,STS-74,933,1995-061,False
1995-11-17T01:26:24+00:00,V80 L452b,3677,1995-062,False
1995-11-17T14:24:00+00:00,384-01,3678,1995-063,False
1995-11-28T11:31:12+00:00,Y7,2071,1995-064,False
1995-12-02T08:09:36+00:00,AC-121,338,1995-065,False
1995-12-05T21:21:36+00:00,K-15        (45J-3),2077,1995-066,False
1995-12-06T23:16:48+00:00,V81 L453,3679,1995-067,False
1995-12-14T06:14:24+00:00,378-01,3680,1995-068,False
1995-12-15T00:28:48+00:00,AC-120,337,1995-069,False
1995-12-18T14:38:24+00:00,V 15000-647,2072,1995-070,False
1995-12-20T00:57:36+00:00,67041-506,3681,1995-071,False
1995-12-28T06:43:12+00:00,V 15000-040,3682,1995-072,False
1995-12-28T11:45:36+00:00,Y8,2073,1995-073,False
1995-12-30T13:40:48+00:00,D230,2078,1995-074,False
1996-01-11T09:36:00+00:00,STS-72,3683,1996-001,False
1996-01-12T23:16:48+00:00,V82 L454,3684,1996-002,False
1996-01-14T11:16:48+00:00,D231,2079,1996-003,False
1996-01-16T15:36:00+00:00,47187-201,3685,1996-004,False
1996-01-25T09:50:24+00:00,374-02,4345,1996-005,False
1996-02-01T01:12:00+00:00,AC-126,2074,1996-006,False
1996-02-05T07:26:24+00:00,V83 L455,3686,1996-007,False
1996-02-14T18:57:36+00:00,Y1,5279,1996-F01,True
1996-02-17T20:38:24+00:00,D232,2076,1996-008,False
1996-02-19T00:57:36+00:00,51034-501,3687,1996-009,False
1996-02-19T08:24:00+00:00,383-02,2075,1996-010,False
1996-02-21T12:28:48+00:00,V 15000-651,334,1996-011,False
1996-02-22T20:24:00+00:00,STS-75,4318,1996-012,False
1996-02-24T11:31:12+00:00,D233,3688,1996-013,False
1996-03-09T01:26:24+00:00,F10,3689,1996-014,False
1996-03-14T07:12:00+00:00,V84 L456,3690,1996-015,False
1996-03-14T17:45:36+00:00,77044  -764,2080,1996-016,False
1996-03-21T04:48:00+00:00,PSLV-D3,3691,1996-017,False
1996-03-22T08:09:36+00:00,STS-76,339,1996-018,False
1996-03-28T00:14:24+00:00,D234,2081,1996-019,False
1996-04-03T23:02:24+00:00,AC-122,2082,1996-020,False
1996-04-08T23:02:24+00:00,390-01,3692,1996-021,False
1996-04-20T22:33:36+00:00,V85 L457,2083,1996-022,False
1996-04-23T11:45:36+00:00,385-01,3693,1996-023,False
1996-04-24T12:28:48+00:00,D235,2084,1996-024,False
1996-04-24T12:57:36+00:00,47187-213,3694,1996-025,False
1996-04-24T23:31:12+00:00,K-16/TC-15  (45E-4),3695,1996-026,False
1996-04-30T04:33:36+00:00,AC-78,2085,1996-027,False
1996-05-05T06:57:36+00:00,Kh15000-648,3696,1996-028,False
1996-05-12T21:36:00+00:00,K-22   (45F-11),3697,1996-029,False
1996-05-14T08:52:48+00:00,78051  -368,5308,1996-F02,True
1996-05-16T01:55:12+00:00,V86 L458a,3698,1996-030,False
1996-05-17T02:38:24+00:00,F11,2086,1996-031,False
1996-05-19T10:33:36+00:00,STS-77,3699,1996-032,False
1996-05-24T01:12:00+00:00,D236,3700,1996-033,False
1996-05-25T02:09:36+00:00,379-01,2087,1996-034,False
1996-06-04T12:28:48+00:00,V88  (501),5309,1996-F03,True
1996-06-15T06:57:36+00:00,V87 L459a,332,1996-035,False
1996-06-20T14:52:48+00:00,STS-78,3701,1996-036,False
1996-06-20T18:43:12+00:00,77044  -843,5310,1996-F04,True
1996-07-02T07:55:12+00:00,F12,1825,1996-037,False
1996-07-03T00:28:48+00:00,K-2    (45H-1),3702,1996-038,False
1996-07-03T10:48:00+00:00,Y10A,1826,1996-039,False
1996-07-09T22:19:12+00:00,V89 L460a,1827,1996-040,False
1996-07-16T00:43:12+00:00,D237,3703,1996-041,False
1996-07-25T12:43:12+00:00,AC-125,1828,1996-042,False
1996-07-31T19:55:12+00:00,Kh15000-049,3704,1996-043,False
1996-08-08T22:48:00+00:00,V90 L461a,1829,1996-044,False
1996-08-14T22:19:12+00:00,77031  -675,1830,1996-045,False
1996-08-17T01:55:12+00:00,H-II-4F,3705,1996-046,False
1996-08-17T13:12:00+00:00,Kh15000-077,3706,1996-047,False
1996-08-18T10:33:36+00:00,Y14,1831,1996-048,False
1996-08-21T09:50:24+00:00,F13,3707,1996-049,False
1996-08-29T05:16:48+00:00,76047  -680,4322,1996-050,False
1996-09-04T09:07:12+00:00,51027-905/15L,1832,1996-051,False
1996-09-05T12:43:12+00:00,53759-826,3708,1996-052,False
1996-09-06T17:31:12+00:00,375-01,1833,1996-053,False
1996-09-08T21:50:24+00:00,AC-123,1834,1996-054,False
1996-09-11T00:00:00+00:00,V91 L462,3709,1996-055,False
1996-09-12T08:52:48+00:00,D238,1835,1996-056,False
1996-09-16T08:52:48+00:00,STS-79,3710,1996-057,False
1996-09-26T17:45:36+00:00,379-02,1836,1996-058,False
1996-10-20T07:26:24+00:00,Y3,3711,1996-059,False
1996-10-24T11:31:12+00:00,78012  -645,1837,1996-060,False
1996-11-04T17:08:56+00:00,F14,3712,1996-061,False
1996-11-07T17:02:24+00:00,D239,1838,1996-062,False
1996-11-13T22:33:36+00:00,V92 L463a,3713,1996-063,False
1996-11-16T20:52:48+00:00,392-02,1839,1996-064,False
1996-11-19T19:55:12+00:00,STS-80,3714,1996-065,False
1996-11-19T23:16:48+00:00,Kh15000-639,3715,1996-066,False
1996-11-21T20:52:48+00:00,AC-124,1840,1996-067,False
1996-12-04T06:57:36+00:00,D240,3716,1996-068,False
1996-12-11T12:00:00+00:00,45013-302,4336,1996-069,False
1996-12-18T01:55:12+00:00,AC-129,1841,1996-070,False
1996-12-20T06:43:12+00:00,65065-633,1842,1996-071,False
1996-12-20T18:00:00+00:00,K-13   (45J-5),3717,1996-072,False
1996-12-24T13:55:12+00:00,V 15000-050,3718,1996-073,False
1997-01-12T09:21:36+00:00,STS-81,1843,1997-001,False
1997-01-17T16:33:36+00:00,D241,5311,1997-F01,True
1997-01-30T22:04:48+00:00,V93 L465b,1808,1997-002,False
1997-02-10T14:09:36+00:00,Kh15000-650,4324,1997-003,False
1997-02-11T08:52:48+00:00,STS-82,4316,1997-004,False
1997-02-12T04:48:00+00:00,M-V-1,3719,1997-005,False
1997-02-14T03:50:24+00:00,51091-703,4335,1997-006,False
1997-02-17T01:40:48+00:00,AC-127,1809,1997-007,False
1997-02-23T20:24:00+00:00,"4B-24 (K-24, 45D-4)",3720,1997-008,False
1997-03-01T01:12:00+00:00,V94 L464c,1810,1997-009,False
1997-03-04T01:55:12+00:00,None,1811,1997-010,False
1997-03-08T06:00:00+00:00,AC-128,3721,1997-011,False
1997-04-04T16:48:00+00:00,23G-6,3722,1997-012,False
1997-04-04T19:26:24+00:00,STS-83,1812,1997-013,False
1997-04-06T16:04:48+00:00,Kh15000-652,3723,1997-014,False
1997-04-09T08:52:48+00:00,76032  -647,3724,1997-015,False
1997-04-16T23:02:24+00:00,V95 L467d,1813,1997-016,False
1997-04-17T12:57:36+00:00,53765-635,1814,1997-017,False
1997-04-21T12:00:00+00:00,F15,3725,1997-018,False
1997-04-25T05:45:36+00:00,AC-79,1815,1997-019,False
1997-05-05T14:52:48+00:00,D242,3726,1997-020,False
1997-05-11T16:19:12+00:00,Y3,1816,1997-021,False
1997-05-14T00:28:48+00:00,77031  -673,3727,1997-022,False
1997-05-15T08:09:36+00:00,STS-84,4317,1997-023,False
1997-05-15T12:14:24+00:00,77031  -168,1817,1997-024,False
1997-05-20T07:12:00+00:00,45013-302/1-90,5312,1997-F02,True
1997-05-20T22:33:36+00:00,D243,1818,1997-025,False
1997-05-24T17:02:24+00:00,380-02,3728,1997-026,False
1997-06-03T23:16:48+00:00,V97 L468b,1819,1997-027,False
1997-06-06T17:02:24+00:00,380-01,3729,1997-028,False
1997-06-10T12:00:00+00:00,Y11,3730,1997-029,False
1997-06-18T14:09:36+00:00,390-02,3731,1997-030,False
1997-06-25T23:45:36+00:00,V96 L466b,1820,1997-031,False
1997-07-01T18:00:00+00:00,STS-94,540,1997-032,False
1997-07-05T04:04:48+00:00,S 15000-653,3732,1997-033,False
1997-07-09T12:57:36+00:00,D244,3733,1997-034,False
1997-07-23T03:36:00+00:00,D245,1821,1997-035,False
1997-07-28T01:12:00+00:00,AC-133,3734,1997-036,False
1997-08-01T20:24:00+00:00,F16,3735,1997-037,False
1997-08-05T15:36:00+00:00,S 15000-655,541,1997-038,False
1997-08-07T14:38:24+00:00,STS-85,1822,1997-039,False
1997-08-08T06:43:12+00:00,V98 L469e,542,1997-040,False
1997-08-14T20:52:48+00:00,381-01,3736,1997-041,False
1997-08-19T17:45:36+00:00,Y2,3737,1997-042,False
1997-08-21T00:43:12+00:00,D246,545,1997-043,False
1997-08-23T06:57:36+00:00,LM-002,1823,1997-044,False
1997-08-25T14:38:24+00:00,D247,3738,1997-045,False
1997-08-28T00:28:48+00:00,387-02,543,1997-046,False
1997-08-29T15:07:12+00:00,019/F17,3739,1997-047,False
1997-09-01T13:55:12+00:00,Y1,3740,1997-048,False
1997-09-02T22:19:12+00:00,V99 L470g,4319,1997-049,False
1997-09-04T12:00:00+00:00,AC-146,1824,1997-050,False
1997-09-14T01:40:48+00:00,391-01,527,1997-051,False
1997-09-23T16:48:00+00:00,47165-637,3741,1997-052,False
1997-09-24T00:00:00+00:00,V100 L471e,528,1997-053,False
1997-09-24T21:36:00+00:00,78051  -678,3742,1997-054,False
1997-09-26T02:38:24+00:00,STS-86,3743,1997-055,False
1997-09-27T01:26:24+00:00,D248,529,1997-056,False
1997-09-29T04:48:00+00:00,PSLV-C1,3744,1997-057,False
1997-10-05T15:07:12+00:00,S 15000-064,530,1997-058,False
1997-10-05T21:07:12+00:00,AC-135,3745,1997-059,False
1997-10-09T18:00:00+00:00,S 15000-057,531,1997-060,False
1997-10-15T08:38:24+00:00,4B-33/TC-21 (45E-13),3746,1997-061,False
1997-10-16T19:12:00+00:00,Y3,532,1997-062,False
1997-10-22T13:12:00+00:00,F18,533,1997-063,False
1997-10-24T02:38:24+00:00,"4A-18 (K-18, 45F-3)",3747,1997-064,False
1997-10-25T00:43:12+00:00,AC-131 MLV-6/IABS-6,534,1997-065,False
1997-10-30T13:40:48+00:00,V101 (502),3748,1997-066,False
1997-11-02T12:28:48+00:00,V01,5313,1997-F03,True
1997-11-06T00:28:48+00:00,D249,535,1997-067,False
1997-11-08T02:09:36+00:00,4A-17/TC-16 (45E-?),3749,1997-068,False
1997-11-09T01:40:48+00:00,D250,536,1997-069,False
1997-11-12T17:02:24+00:00,382-01,3750,1997-070,False
1997-11-12T21:50:24+00:00,V102 L472d,537,1997-071,False
1997-11-18T11:16:48+00:00,S 15000-054,4328,1997-072,False
1997-11-19T19:40:48+00:00,STS-87,3751,1997-073,False
1997-11-27T21:21:36+00:00,H-II-6F,538,1997-074,False
1997-12-02T22:48:00+00:00,V103 L473,550,1997-075,False
1997-12-02T23:16:48+00:00,382-02,3752,1997-076,False
1997-12-08T07:12:00+00:00,Y2,551,1997-077,False
1997-12-08T23:45:36+00:00,AC-149,539,1997-078,False
1997-12-09T07:12:00+00:00,670-33-  303,3753,1997-079,False
1997-12-15T15:36:00+00:00,76024  -763,544,1997-080,False
1997-12-20T08:38:24+00:00,S 15000-654,3754,1997-081,False
1997-12-20T13:12:00+00:00,D251,546,1997-082,False
1997-12-22T00:14:24+00:00,V104 L474b,3755,1997-083,False
1997-12-23T19:11:42+00:00,F19,547,1997-084,False
1997-12-24T13:26:24+00:00,None,3756,1997-085,False
1997-12-24T23:16:48+00:00,394-01,548,1997-086,False
1998-01-07T02:24:00+00:00,LM-004,3757,1998-001,False
1998-01-10T00:28:48+00:00,D252,549,1998-002,False
1998-01-22T12:57:36+00:00,4,5314,1998-F01,True
1998-01-23T02:52:48+00:00,STS-89,552,1998-003,False
1998-01-29T16:33:36+00:00,S 15000-657,553,1998-004,False
1998-01-29T18:43:12+00:00,AC-109 MLV-7,554,1998-005,False
1998-02-04T23:31:12+00:00,V105 L475d,555,1998-006,False
1998-02-10T13:26:24+00:00,T2,3758,1998-007,False
1998-02-14T14:38:24+00:00,D253,556,1998-008,False
1998-02-17T10:33:36+00:00,A 15000-046,3759,1998-009,False
1998-02-18T13:55:12+00:00,D254,557,1998-010,False
1998-02-21T07:55:12+00:00,H-II-5F,3760,1998-011,False
1998-02-26T07:12:00+00:00,F20,558,1998-012,False
1998-02-27T22:33:36+00:00,V106 L476c,3761,1998-013,False
1998-02-28T00:14:24+00:00,AC-151,559,1998-014,False
1998-03-14T22:48:00+00:00,S 15000-656,560,1998-015,False
1998-03-16T21:36:00+00:00,AC-132,3762,1998-016,False
1998-03-24T01:40:48+00:00,V107 L477b,561,1998-017,False
1998-03-25T17:02:24+00:00,Y3,3763,1998-018,False
1998-03-30T06:00:00+00:00,D255,562,1998-019,False
1998-04-02T02:38:24+00:00,F21,3764,1998-020,False
1998-04-07T02:09:36+00:00,391-02,563,1998-021,False
1998-04-17T18:14:24+00:00,STS-90,3765,1998-022,False
1998-04-24T22:33:36+00:00,D256,564,1998-023,False
1998-04-28T22:48:00+00:00,V108 L478b,4320,1998-024,False
1998-04-29T04:33:36+00:00,384-02,3766,1998-025,False
1998-05-02T09:21:36+00:00,Y4,565,1998-026,False
1998-05-07T08:52:48+00:00,78051  -676,3767,1998-027,False
1998-05-07T23:45:36+00:00,393-02,566,1998-028,False
1998-05-09T01:40:48+00:00,4B-25/TC-18 (K-25),3768,1998-029,False
1998-05-13T15:50:24+00:00,23G-12,567,1998-030,False
1998-05-14T22:19:12+00:00,M 15000-661,3769,1998-031,False
1998-05-17T21:21:36+00:00,D257,568,1998-032,False
1998-05-30T10:04:48+00:00,Y5,3770,1998-033,False
1998-06-02T22:04:48+00:00,STS-91,569,1998-034,False
1998-06-10T00:28:48+00:00,D258,3771,1998-035,False
1998-06-15T23:02:24+00:00,450-91-  702,570,1998-036,False
1998-06-18T22:48:00+00:00,AC-153,571,1998-037,False
1998-06-24T18:28:48+00:00,Kh15000-043,3772,1998-038,False
1998-06-25T13:55:12+00:00,A 15000-499,572,1998-039,False
1998-07-01T00:43:12+00:00,77017  -682,3773,1998-040,False
1998-07-03T18:14:24+00:00,M-V-3,573,1998-041,False
1998-07-07T03:21:36+00:00,L-1492-524,3774,1998-042,False
1998-07-10T06:28:48+00:00,67021-803/18NI,574,1998-043,False
1998-07-18T09:21:36+00:00,Y4,3775,1998-044,False
1998-07-28T09:21:36+00:00,45092-803/1-98,575,1998-045,False
1998-08-02T16:24:00+00:00,F22,576,1998-046,False
1998-08-12T11:31:12+00:00,4A-20/TC-9 (K-17),5315,1998-F02,True
1998-08-13T09:36:00+00:00,M 15000-658,3776,1998-047,False
1998-08-19T23:02:24+00:00,Y5,577,1998-048,False
1998-08-25T23:02:24+00:00,V109 L479c,3777,1998-049,False
1998-08-27T01:12:00+00:00,D259,5593,1998-F03,True
1998-08-30T00:28:48+00:00,383-01,578,1998-050,False
1998-08-31T03:07:12+00:00,None,5316,1998-F04,True
1998-09-08T21:07:12+00:00,D260,3778,1998-051,False
1998-09-09T20:24:00+00:00,67047-801/22L,5317,1998-F05,True
1998-09-16T06:28:48+00:00,V110 L480f,579,1998-052,False
1998-09-23T05:06:00+00:00,F23,3779,1998-053,False
1998-09-28T23:45:36+00:00,Kh15000-030,580,1998-054,False
1998-10-03T10:04:48+00:00,T3 1110,3780,1998-055,False
1998-10-05T22:48:00+00:00,V111 L481f,3781,1998-056,False
1998-10-09T22:48:00+00:00,AC-134,4301,1998-057,False
1998-10-20T07:12:00+00:00,AC-130,3782,1998-058,False
1998-10-21T16:33:36+00:00,V112 (503),4302,1998-059,False
1998-10-23T00:00:00+00:00,F24/P-33,3783,1998-060,False
1998-10-24T12:14:24+00:00,D261,4303,1998-061,False
1998-10-25T04:19:12+00:00,M 15000-660,3784,1998-062,False
1998-10-28T22:19:12+00:00,V113 L482d,4304,1998-063,False
1998-10-29T19:26:24+00:00,STS-95,3785,1998-064,False
1998-11-04T05:16:48+00:00,395-02,4352,1998-065,False
1998-11-06T13:40:48+00:00,D262,4305,1998-066,False
1998-11-20T06:43:12+00:00,395-01,3786,1998-067,False
1998-11-23T00:00:00+00:00,D263,3787,1998-068,False
1998-12-04T08:38:24+00:00,STS-88,4354,1998-069,False
1998-12-06T00:43:12+00:00,V114 L483c,4306,1998-070,False
1998-12-06T00:57:36+00:00,F25,3788,1998-071,False
1998-12-10T12:00:00+00:00,53713-320,4307,1998-072,False
1998-12-11T18:43:12+00:00,D264,3789,1998-073,False
1998-12-19T11:45:36+00:00,Y6,4308,1998-074,False
1998-12-22T01:12:00+00:00,V115 L484d,3790,1998-075,False
1998-12-24T19:55:12+00:00,47164-504,4309,1998-076,False
1998-12-30T18:28:48+00:00,385-02,3791,1998-077,False
1999-01-03T20:24:00+00:00,D265,4310,1999-001,False
1999-01-27T00:28:48+00:00,LM-006,3792,1999-002,False
1999-02-07T21:07:12+00:00,D266,4366,1999-003,False
1999-02-09T03:50:24+00:00,S 15000-058,4311,1999-004,False
1999-02-15T05:16:48+00:00,396-01,4367,1999-005,False
1999-02-16T01:40:48+00:00,AC-152,4368,1999-006,False
1999-02-20T04:19:12+00:00,M 15000-662,3793,1999-007,False
1999-02-23T10:33:36+00:00,D267,4369,1999-008,False
1999-02-26T22:48:00+00:00,V116 L485,4312,1999-009,False
1999-02-28T04:04:48+00:00,387-01,4370,1999-010,False
1999-03-05T02:52:48+00:00,F26/M-22,4371,1999-011,False
1999-03-15T03:07:12+00:00,S 15000-059,4329,1999-012,False
1999-03-21T00:14:24+00:00,388-01,3794,1999-013,False
1999-03-28T01:26:24+00:00,1L/DM-SL-1TL,4349,1999-014,False
1999-04-02T11:31:12+00:00,M 15000-663,4350,1999-015,False
1999-04-02T22:04:48+00:00,V117 L486b,3795,1999-016,False
1999-04-09T17:02:24+00:00,4B-27 (K-32),4351,1999-017,False
1999-04-12T22:48:00+00:00,AC-154,3796,1999-018,False
1999-04-15T00:43:12+00:00,S 15000-060,3896,1999-019,False
1999-04-15T18:28:48+00:00,D268,3797,1999-020,False
