OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036WX,2025-04-02T11:57:15.739776,14.68844907,.0033284,74.0480,96.7902,257.2996,270.1800,0,U,34626,999,85407,.17711E-2,.10418E-3,0
COSMOS 2251 DEB,1993-036XF,2025-04-02T10:34:21.845568,14.54622221,.0047828,74.0523,155.9817,325.8562,44.9204,0,U,34634,999,85083,.56853E-3,.2437E-4,0
COSMOS 2251 DEB,1993-036XG,2025-04-02T11:36:23.016672,14.64334317,.0035017,74.0474,200.3346,335.3829,149.0004,0,U,34635,999,69493,.24499E-2,.13046E-3,0
COSMOS 2251 DEB,1993-036XJ,2025-04-02T09:14:26.198880,14.57643769,.0054057,74.0507,225.1670,359.7267,30.4564,0,U,34637,999,84818,.14842E-2,.688E-4,0
COSMOS 2251 DEB,1993-036XN,2025-04-02T14:20:52.738368,14.49932857,.0016945,73.8409,205.3392,178.3824,194.0535,0,U,34641,999,84570,.25146E-2,.9728E-4,0
COSMOS 2251 DEB,1993-036XP,2025-04-02T08:18:47.731392,13.97628959,.0213981,74.0056,59.9284,294.1298,222.2154,0,U,34642,999,81737,.29157E-2,.4971E-4,0
COSMOS 2251 DEB,1993-036XR,2025-04-02T10:45:25.706880,14.62103222,.001462,74.0286,263.1365,50.9129,338.1245,0,U,34671,999,84575,.32063E-2,.16148E-3,0
COSMOS 2251 DEB,1993-036XS,2025-04-02T03:56:15.081216,14.35966427,.0025317,74.0326,53.1361,193.5902,178.8845,0,U,34672,999,61523,.47225E-3,.135E-4,0
COSMOS 2251 DEB,1993-036XY,2025-04-02T12:49:35.792256,14.30016632,.0026219,74.0347,107.8190,222.0562,300.0830,0,U,34678,999,83745,.39206E-4,.76E-6,0
COSMOS 2251 DEB,1993-036YA,2025-04-02T10:35:39.749856,14.57710007,.0008036,74.0438,254.1684,54.1793,337.1128,0,U,34680,999,84619,.22161E-2,.10109E-3,0
COSMOS 2251 DEB,1993-036YB,2025-04-02T08:53:53.949984,14.77316350,.0030769,74.0653,70.6352,207.4617,303.0107,0,U,34681,999,85507,.22341E-2,.15994E-3,0
COSMOS 2251 DEB,1993-036YC,2025-04-02T06:46:05.017728,14.56806372,.0019503,74.0405,206.7081,35.6032,350.7523,0,U,34682,999,84978,.14971E-2,.6698E-4,0
COSMOS 2251 DEB,1993-036YD,2025-04-02T14:47:45.225024,14.61067962,.002137,74.0310,219.4115,30.8498,340.7883,0,U,34683,999,84633,.27844E-2,.13721E-3,0
COSMOS 2251 DEB,1993-036YF,2025-04-02T13:38:42.827136,14.54934905,.001557,74.0301,270.9816,80.2625,344.8466,0,U,34685,999,84832,.20721E-2,.8909E-4,0
COSMOS 2251 DEB,1993-036YK,2025-04-02T09:04:59.096064,14.00506463,.0242948,74.0885,304.1834,76.6823,339.9786,0,U,34689,999,80776,.64211E-2,.12311E-3,0
COSMOS 2251 DEB,1993-036YP,2025-04-02T07:25:01.819776,13.95571943,.0218969,73.9250,47.1640,36.8298,114.0582,0,U,34721,999,81598,.38991E-2,.6461E-4,0
COSMOS 2251 DEB,1993-036YQ,2025-04-01T16:57:31.331232,14.11172296,.0164414,73.8852,70.4293,44.2498,128.6614,0,U,34722,999,82646,.16762E-2,.3406E-4,0
COSMOS 2251 DEB,1993-036YU,2025-04-02T12:04:56.994816,14.58056451,.0046387,74.0265,110.7289,321.5630,38.2232,0,U,34726,999,84795,.93063E-3,.4317E-4,0
COSMOS 2251 DEB,1993-036YW,2025-04-01T20:32:02.780736,14.68172411,.0046698,74.0211,26.0802,247.8853,111.7356,0,U,34728,999,85135,.12507E-2,.7291E-4,0
COSMOS 2251 DEB,1993-036YX,2025-04-02T09:51:44.229312,14.75055175,.002308,74.0179,138.7959,319.7310,52.1994,0,U,34729,999,84699,.27893E-2,.18891E-3,0
COSMOS 2251 DEB,1993-036ZA,2025-04-02T14:02:57.345216,14.46984914,.0038744,74.0461,207.9725,60.8503,311.0630,0,U,34732,999,84467,.28559E-3,.1021E-4,0
COSMOS 2251 DEB,1993-036ZE,2025-04-02T13:40:32.655360,14.94452240,.0011869,74.0159,202.2059,337.5361,33.6251,0,U,34736,999,84610,.76578E-2,.83672E-3,0
COSMOS 2251 DEB,1993-036ZG,2025-04-02T10:37:02.451936,14.45596966,.004654,74.0156,258.2590,106.6582,283.7562,0,U,34738,999,84183,.7573E-3,.2685E-4,0
COSMOS 2251 DEB,1993-036ZU,2025-04-02T01:48:02.908224,14.58100129,.003804,74.1102,325.2604,346.9429,163.3303,0,U,34750,999,84515,.15847E-2,.7348E-4,0
COSMOS 2251 DEB,1993-036ZW,2025-04-02T10:23:37.499424,14.92478272,.006147,74.0148,154.8366,348.3715,11.6043,0,U,34752,999,86047,.15316E-2,.16301E-3,0
COSMOS 2251 DEB,1993-036ZY,2025-04-02T12:03:43.750080,14.40041209,.0029773,74.0324,337.7126,159.8025,258.8301,0,U,34754,999,84473,.36706E-3,.1137E-4,0
COSMOS 2251 DEB,1993-036ZZ,2025-04-01T18:23:50.557632,13.49997427,.0407826,73.9274,339.6014,47.1825,17.4307,0,U,34755,999,79082,.16943E-2,.1788E-4,0
COSMOS 2251 DEB,1993-036AAA,2025-04-02T10:49:36.526080,13.66385220,.0343887,74.0046,162.1925,91.3237,272.7292,0,U,34756,999,79947,.15697E-2,.1933E-4,0
COSMOS 2251 DEB,1993-036AAC,2025-04-02T09:55:31.161504,13.57356023,.0390367,74.1066,348.6040,171.0759,189.7568,0,U,34758,999,79458,.13764E-2,.1596E-4,0
