OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FENGYUN 1C DEB,1999-025AFC,2025-04-02T06:04:25.091616,13.77320037,.0185209,99.1309,191.2710,212.0917,146.8851,0,U,30441,999,91366,.11077E-2,.1205E-4,0
FENGYUN 1C DEB,1999-025AFD,2025-04-01T04:23:53.225088,14.25573410,.0055205,98.8644,181.3081,308.8366,50.7892,0,U,30442,999,93517,.2757E-2,.6589E-4,0
FENGYUN 1C DEB,1999-025AFE,2025-04-02T07:40:09.167520,14.32976486,.002971,98.8367,33.4881,8.1673,351.9988,0,U,30443,999,93785,.46021E-2,.12628E-3,0
FENGYUN 1C DEB,1999-025AFF,2025-04-02T10:48:56.935872,14.85098689,.008489,99.2476,83.1885,278.3922,243.0588,0,U,30444,999,93892,.98319E-2,.90675E-3,0
FENGYUN 1C DEB,1999-025AFG,2025-04-02T13:40:53.765472,14.47218526,.0109258,98.8091,32.9536,61.9956,299.2238,0,U,30445,999,95506,.14769E-2,.5767E-4,0
FENGYUN 1C DEB,1999-025AFH,2025-04-02T11:24:21.339936,14.41288521,.0038871,98.6205,172.1618,139.5233,220.8858,0,U,30446,999,94510,.3081E-2,.1002E-3,0
FENGYUN 1C DEB,1999-025AFJ,2025-04-02T13:20:37.982688,14.51155234,.0065469,98.9959,295.8489,79.9357,342.7489,0,U,30447,999,94403,.39132E-2,.15948E-3,0
FENGYUN 1C DEB,1999-025AFK,2025-04-01T18:31:27.794208,14.32011380,.0018122,98.8317,178.1901,46.5950,84.1428,0,U,30448,999,93685,.28366E-2,.7589E-4,0
FENGYUN 1C DEB,1999-025AFM,2025-04-02T07:37:30.512064,14.59336779,.0194725,98.0942,112.1923,285.6645,82.9000,0,U,30450,999,95829,.10654E-2,.6516E-4,0
FENGYUN 1C DEB,1999-025AFP,2025-04-02T05:39:40.495104,14.54325954,.0056496,99.3078,200.1855,296.0303,118.8506,0,U,30452,999,94396,.52281E-2,.22685E-3,0
FENGYUN 1C DEB,1999-025AFQ,2025-04-02T11:11:30.677856,14.22777453,.0117995,98.8251,163.3784,240.5323,130.5593,0,U,30453,999,93616,.21005E-2,.5016E-4,0
FENGYUN 1C DEB,1999-025AFR,2025-04-02T11:26:06.037728,14.11882765,.0177803,98.1223,85.7573,210.8490,302.6514,0,U,30454,999,92368,.30269E-2,.6383E-4,0
FENGYUN 1C DEB,1999-025AFZ,2025-04-02T10:11:39.132672,14.06030326,.0139043,98.8003,87.5046,244.4022,276.4467,0,U,30462,999,93219,.35289E-3,.588E-5,0
FENGYUN 1C DEB,1999-025AGB,2025-04-02T09:45:40.769568,14.10140958,.010837,98.8697,146.5854,256.4821,114.0870,0,U,30464,999,93479,.11905E-3,.178E-5,0
FENGYUN 1C DEB,1999-025AGC,2025-04-01T11:09:05.989824,14.30914841,.0018604,98.8322,175.0139,63.5754,308.6335,0,U,30465,999,93704,.26414E-2,.6911E-4,0
FENGYUN 1C DEB,1999-025AGD,2025-04-02T15:05:06.591264,14.20969325,.0119258,98.6735,137.1223,40.1767,85.7060,0,U,30466,999,93740,.19527E-2,.4505E-4,0
FENGYUN 1C DEB,1999-025AGE,2025-04-02T14:57:51.122304,14.16200592,.0067077,98.7010,125.9702,135.6353,344.8623,0,U,30467,999,93579,.15171E-2,.3028E-4,0
FENGYUN 1C DEB,1999-025AGF,2025-04-02T03:55:29.106048,14.18776551,.0074567,98.9280,171.5759,49.0861,12.3729,0,U,30468,999,93198,.2261E-2,.4788E-4,0
FENGYUN 1C DEB,1999-025AGG,2025-04-02T09:04:35.637600,13.95681491,.0160658,98.5042,322.6770,158.5775,256.9866,0,U,30469,999,92157,.15096E-2,.2253E-4,0
FENGYUN 1C DEB,1999-025AGJ,2025-04-02T11:15:53.485056,14.11866504,.0083767,99.0557,177.2320,249.4180,240.7832,0,U,30471,999,92852,.23994E-2,.4484E-4,0
FENGYUN 1C DEB,1999-025AGK,2025-04-02T12:50:59.063712,14.48034707,.004464,98.6462,186.6309,131.4510,356.1540,0,U,30472,999,94355,.48242E-2,.18153E-3,0
FENGYUN 1C DEB,1999-025AGM,2025-04-01T16:37:38.639712,14.34263032,.0025024,98.9337,161.4326,38.3219,86.6610,0,U,30474,999,93733,.28345E-2,.7944E-4,0
FENGYUN 1C DEB,1999-025AGN,2025-04-02T09:15:29.192256,14.14746473,.0041341,98.8009,137.4375,295.7411,75.7165,0,U,30475,999,93354,.11927E-2,.2273E-4,0
FENGYUN 1C DEB,1999-025AGP,2025-04-02T08:05:51.203616,14.19257654,.0044424,99.1397,121.4158,303.8504,186.0542,0,U,30476,999,93234,.20311E-2,.4256E-4,0
FENGYUN 1C DEB,1999-025AGQ,2025-04-02T14:22:27.603840,13.23040536,.0441129,99.4200,199.3669,167.3491,328.9290,0,U,30477,999,87357,.40737E-2,.2837E-4,0
FENGYUN 1C DEB,1999-025AGS,2025-04-02T08:13:03.130176,14.33063316,.0166916,98.2415,119.4379,185.1543,186.4719,0,U,30480,999,95024,.38069E-3,.1173E-4,0
FENGYUN 1C DEB,1999-025AGT,2025-04-02T00:57:21.991104,14.37834543,.022625,98.3534,116.1762,305.0121,106.8927,0,U,30481,999,94822,.79785E-3,.3183E-4,0
FENGYUN 1C DEB,1999-025AGX,2025-04-02T07:34:04.814400,15.00971930,.0048958,98.9433,40.3690,149.0241,5.0255,0,U,30485,999,94994,.10889E-1,.145143E-2,0
FENGYUN 1C DEB,1999-025AGY,2025-04-02T09:53:45.115008,15.28499465,.0074456,98.8292,70.7280,14.0401,346.2880,0,U,30486,999,97819,.32204E-2,.98053E-3,0
FENGYUN 1C DEB,1999-025AHB,2025-04-02T12:35:01.319712,14.15477662,.0139176,98.4859,119.6907,277.3823,240.2903,0,U,30489,999,93790,.39582E-3,.806E-5,0
FENGYUN 1C DEB,1999-025AHC,2025-04-02T13:28:50.538720,14.93616088,.0106043,98.3224,203.2238,246.4328,123.8683,0,U,30490,999,95667,.64742E-2,.77E-3,0
FENGYUN 1C DEB,1999-025AHE,2025-04-01T16:05:08.405952,14.42378048,.0116543,102.3304,353.8286,14.7321,345.7204,0,U,30492,999,93205,.84692E-2,.30447E-3,0
FENGYUN 1C DEB,1999-025AHF,2025-03-31T20:15:20.939040,13.91311001,.0178878,98.5944,299.8831,202.9571,169.7628,0,U,30493,999,91535,.23885E-2,.3393E-4,0
FENGYUN 1C DEB,1999-025AHG,2025-04-01T19:46:11.931744,13.78453955,.0188976,99.2991,132.1007,175.9061,184.3690,0,U,30494,999,90973,.20587E-2,.2336E-4,0
FENGYUN 1C DEB,1999-025AHH,2025-04-01T02:46:40.160640,12.93482848,.0601971,102.2672,149.2179,70.1249,296.3671,0,U,30495,999,85367,.84036E-3,.474E-5,0
FENGYUN 1C DEB,1999-025AHJ,2025-04-02T02:28:24.256992,14.89946550,.013878,98.8096,328.5657,198.7528,160.8546,0,U,30496,999,97353,.74111E-3,.8493E-4,0
FENGYUN 1C DEB,1999-025AHL,2025-04-02T15:17:46.412736,14.04432147,.0107103,99.2409,138.9749,138.8713,352.7160,0,U,30498,999,92200,.24226E-2,.4019E-4,0
FENGYUN 1C DEB,1999-025AHN,2025-04-01T11:35:36.803904,14.21902741,.0069596,99.0728,175.0620,127.4395,6.5928,0,U,30500,999,93050,.39726E-2,.8944E-4,0
FENGYUN 1C DEB,1999-025AHP,2025-04-01T09:57:12.444768,14.23053481,.0041291,99.0725,73.9476,214.8627,303.1222,0,U,30501,999,93285,.26281E-2,.5934E-4,0
FENGYUN 1C DEB,1999-025AHR,2025-04-02T06:44:28.552992,14.15792406,.0008001,99.2248,287.1039,261.6071,153.5321,0,U,30503,999,93745,.53007E-3,.994E-5,0
FENGYUN 1C DEB,1999-025AHS,2025-04-02T08:32:15.277632,14.19939625,.0112343,99.0500,132.9842,222.6377,148.4780,0,U,30504,999,93783,.85552E-3,.189E-4,0
FENGYUN 1C DEB,1999-025AHT,2025-04-02T04:02:45.681792,14.19993900,.006436,98.9314,169.0848,250.2306,164.9907,0,U,30505,999,93308,.22113E-2,.4758E-4,0
FENGYUN 1C DEB,1999-025AHU,2025-04-02T08:07:43.145184,14.08335334,.0070319,98.7607,104.7229,346.4125,146.4133,0,U,30506,999,93240,.65194E-3,.1098E-4,0
FENGYUN 1C DEB,1999-025AHV,2025-04-02T10:31:23.878848,14.11756921,.0131655,99.0299,155.0988,172.7004,199.4949,0,U,30507,999,92908,.20372E-2,.3985E-4,0
FENGYUN 1C DEB,1999-025AHX,2025-04-01T22:38:09.855168,14.05902141,.0105979,98.4786,339.8022,67.3445,305.9961,0,U,30509,999,92140,.25338E-2,.4324E-4,0
FENGYUN 1C DEB,1999-025AHY,2025-04-02T13:26:20.779008,14.11291333,.0080568,99.2482,96.6628,155.9214,332.6776,0,U,30510,999,92987,.20739E-2,.3817E-4,0
FENGYUN 1C DEB,1999-025AJC,2025-04-02T07:20:43.316160,14.33184547,.0177626,98.4357,122.2778,130.1574,231.5321,0,U,30514,999,94579,.10341E-2,.3342E-4,0
FENGYUN 1C DEB,1999-025AJD,2025-04-02T09:55:52.540320,13.62657117,.0501929,98.5348,359.0061,27.8283,23.8705,0,U,30515,999,89865,.28147E-2,.5114E-4,0
FENGYUN 1C DEB,1999-025AJE,2025-04-02T12:24:45.640224,14.37338271,.0007402,98.8509,188.2618,328.0414,43.5074,0,U,30516,999,94058,.40777E-2,.12148E-3,0
FENGYUN 1C DEB,1999-025AJH,2025-04-01T19:59:41.028864,15.32839237,.0062896,98.8131,39.5420,27.6565,332.7994,0,U,30519,999,97837,.29706E-2,.101393E-2,0
FENGYUN 1C DEB,1999-025AJJ,2025-04-01T15:33:46.732320,15.02192465,.0089791,98.6990,230.6869,225.1973,265.9745,0,U,30520,999,97199,.20468E-2,.29439E-3,0
FENGYUN 1C DEB,1999-025AJK,2025-04-02T13:40:34.075776,14.56166493,.0139632,98.9588,208.1296,295.7154,62.9681,0,U,30521,999,95880,.95336E-3,.4745E-4,0
FENGYUN 1C DEB,1999-025AJM,2025-04-02T09:49:50.246112,14.27393053,.024547,98.4407,78.7515,136.7827,20.2722,0,U,30523,999,94471,.30801E-3,.994E-5,0
FENGYUN 1C DEB,1999-025AJN,2025-03-31T17:49:55.443648,13.88311294,.0214414,99.2971,262.4624,219.4890,139.0474,0,U,30524,999,90665,.10045E-1,.14422E-3,0
FENGYUN 1C DEB,1999-025AJP,2025-04-01T04:54:21.664224,13.57918796,.0293608,98.6161,7.2786,256.2262,100.6047,0,U,30525,999,89701,.22029E-2,.2066E-4,0
FENGYUN 1C DEB,1999-025AJQ,2025-04-01T12:12:46.676448,13.49360920,.0313775,99.5478,184.0574,181.7506,178.2555,0,U,30526,999,89215,.21675E-2,.1809E-4,0
FENGYUN 1C DEB,1999-025AJR,2025-04-02T10:01:03.755712,13.30386004,.0415076,100.0771,140.7738,111.4509,266.3524,0,U,30527,999,87974,.22834E-2,.1688E-4,0
FENGYUN 1C DEB,1999-025AJS,2025-04-01T16:34:45.816384,14.13025690,.0143632,98.2745,340.8132,242.2132,182.2276,0,U,30528,999,93535,.56156E-3,.1115E-4,0
FENGYUN 1C DEB,1999-025AJT,2025-04-01T19:54:41.516352,13.70660177,.0232528,98.4752,43.2009,183.4254,176.5314,0,U,30529,999,90515,.17302E-2,.1824E-4,0
FENGYUN 1C DEB,1999-025AJU,2025-04-02T02:09:17.463744,14.36273897,.0100442,98.4263,136.2965,176.7444,239.4358,0,U,30530,999,95129,.42345E-3,.1266E-4,0
FENGYUN 1C DEB,1999-025AJV,2025-04-02T10:44:50.807328,14.51127560,.0036112,102.3105,159.2421,162.9288,197.3115,0,U,30531,999,93995,.66264E-2,.26539E-3,0
FENGYUN 1C DEB,1999-025AJW,2025-04-02T09:57:03.520512,14.76299318,.0058844,96.9703,166.7105,39.3945,321.1524,0,U,30532,999,93894,.10236E-1,.73685E-3,0
FENGYUN 1C DEB,1999-025AJX,2025-04-02T06:41:10.887936,14.46238889,.0095443,98.8223,209.0329,194.8272,219.5674,0,U,30533,999,94134,.70688E-2,.26827E-3,0
FENGYUN 1C DEB,1999-025AKD,2025-04-02T08:56:13.734816,14.53582455,.0119327,98.8535,57.6725,327.8111,31.5838,0,U,30539,999,95668,.85314E-3,.3861E-4,0
FENGYUN 1C DEB,1999-025AKE,2025-04-01T05:57:33.297984,14.29076072,.0056127,98.8698,194.3773,88.4276,327.2580,0,U,30540,999,93633,.29757E-2,.763E-4,0
FENGYUN 1C DEB,1999-025AKF,2025-04-02T08:37:45.081984,14.21665310,.0020018,98.7109,142.1013,102.9798,257.3616,0,U,30541,999,93711,.1593E-2,.3462E-4,0
FENGYUN 1C DEB,1999-025AKG,2025-04-02T00:28:15.885984,14.06822682,.0027354,98.8139,127.5594,330.6703,58.0066,0,U,30542,999,93337,.34516E-3,.533E-5,0
FENGYUN 1C DEB,1999-025AKH,2025-04-02T12:09:37.169280,14.03519823,.007252,98.8416,109.1650,24.0994,129.6789,0,U,30543,999,92938,.54553E-3,.832E-5,0
FENGYUN 1C DEB,1999-025AKK,2025-04-01T21:36:01.612224,13.20598584,.0471398,99.0386,338.6594,267.6670,87.0423,0,U,30545,999,87607,.52729E-3,.344E-5,0
FENGYUN 1C DEB,1999-025AKL,2025-04-02T09:09:01.234656,14.82109073,.0101514,98.9302,278.2815,250.8526,227.4346,0,U,30546,999,96691,.18813E-2,.16332E-3,0
FENGYUN 1C DEB,1999-025AKM,2025-04-02T05:51:14.510880,14.37241456,.00956,98.9215,285.9532,247.5410,171.8957,0,U,30547,999,95066,.52442E-3,.1597E-4,0
FENGYUN 1C DEB,1999-025AKP,2025-04-02T08:11:48.437376,13.96509365,.0294569,98.4567,232.0741,249.2367,107.7008,0,U,30549,999,91740,.32788E-2,.65E-4,0
FENGYUN 1C DEB,1999-025AKQ,2025-04-01T11:48:14.850720,14.00292632,.0131109,99.0734,348.7098,283.6221,251.3606,0,U,30550,999,91820,.36074E-2,.5705E-4,0
FENGYUN 1C DEB,1999-025AKS,2025-04-02T13:25:06.263328,14.47089179,.0013852,98.8244,211.8132,288.7681,71.2007,0,U,30552,999,93967,.60194E-2,.21982E-3,0
FENGYUN 1C DEB,1999-025AKT,2025-04-02T03:21:45.245664,14.63173961,.0025809,99.1353,158.1577,203.4342,156.5683,0,U,30553,999,94740,.36454E-2,.18839E-3,0
FENGYUN 1C DEB,1999-025AKV,2025-04-02T09:21:34.247808,14.19214966,.0042202,98.7739,148.2728,282.8051,88.9579,0,U,30555,999,93326,.18786E-2,.3929E-4,0
FENGYUN 1C DEB,1999-025AKW,2025-04-02T11:27:06.053760,14.00958185,.006781,98.7618,95.5713,225.6421,288.7212,0,U,30556,999,92696,.68616E-3,.1005E-4,0
FENGYUN 1C DEB,1999-025AKX,2025-04-02T02:30:55.672128,14.09320790,.0069282,98.9310,159.1982,227.8783,131.6485,0,U,30557,999,92712,.22367E-2,.3941E-4,0
FENGYUN 1C DEB,1999-025AKY,2025-04-02T04:15:28.377792,13.27343816,.0430817,99.4589,254.0568,168.7185,192.3980,0,U,30558,999,87379,.73075E-2,.5398E-4,0
FENGYUN 1C DEB,1999-025ALA,2025-04-02T11:33:45.638208,14.16635667,.011525,98.6532,92.9301,221.6496,297.7252,0,U,30560,999,93768,.45011E-3,.915E-5,0
FENGYUN 1C DEB,1999-025ALB,2025-04-02T11:49:19.535808,14.10897972,.0061259,98.7248,101.8369,115.3543,37.4756,0,U,30561,999,93392,.58863E-3,.1032E-4,0
FENGYUN 1C DEB,1999-025ALC,2025-04-02T03:12:23.870304,14.21127806,.0059239,98.7748,161.2599,279.6231,109.4724,0,U,30562,999,93381,.19388E-2,.4246E-4,0
FENGYUN 1C DEB,1999-025ALE,2025-04-02T07:39:00.237600,14.04884486,.0205918,98.8081,111.3152,112.8864,261.1073,0,U,30564,999,92722,.12731E-2,.2432E-4,0
FENGYUN 1C DEB,1999-025ALF,2025-04-02T02:48:25.416576,14.07992505,.0147042,98.4689,337.7255,2.0457,162.1172,0,U,30565,999,92341,.32449E-2,.6054E-4,0
FENGYUN 1C DEB,1999-025ALG,2025-04-02T15:11:33.751392,14.10307055,.0070168,99.2313,134.3731,171.5307,313.2407,0,U,30566,999,92799,.22796E-2,.4093E-4,0
FENGYUN 1C DEB,1999-025ALH,2025-04-02T10:47:55.864896,14.08546640,.0109257,98.7612,90.0603,187.1452,328.7445,0,U,30567,999,93193,.5409E-3,.939E-5,0
FENGYUN 1C DEB,1999-025ALJ,2025-04-02T09:51:13.495104,14.48090438,.0020703,98.9371,246.5698,225.2500,155.2515,0,U,30568,999,93970,.62863E-2,.23484E-3,0
FENGYUN 1C DEB,1999-025ALK,2025-04-02T07:16:50.809440,14.61660892,.0013239,98.7300,214.7199,165.1676,194.9914,0,U,30569,999,94476,.67229E-2,.33609E-3,0
FENGYUN 1C DEB,1999-025ALL,2025-04-02T01:58:35.610240,14.13750221,.0035285,98.7398,130.5270,217.2042,199.8753,0,U,30570,999,93399,.68454E-3,.1259E-4,0
FENGYUN 1C DEB,1999-025ALM,2025-04-02T00:49:01.094016,14.10408148,.0020646,98.7560,125.1380,234.8634,154.9357,0,U,30571,999,93296,.42725E-3,.718E-5,0
FENGYUN 1C DEB,1999-025ALN,2025-04-02T14:27:18.857376,14.08650202,.0021543,98.7989,128.6510,287.9875,190.4612,0,U,30572,999,93183,.48977E-3,.801E-5,0
FENGYUN 1C DEB,1999-025ALP,2025-04-02T01:31:53.382720,14.12042615,.0089116,99.2417,121.8480,267.1770,111.4078,0,U,30573,999,92601,.19688E-2,.3698E-4,0
FENGYUN 1C DEB,1999-025ALQ,2025-04-02T10:13:28.420896,13.75811098,.0221616,99.2843,261.6621,297.6282,60.2526,0,U,30574,999,90269,.3189E-2,.3649E-4,0
FENGYUN 1C DEB,1999-025ALR,2025-04-02T02:42:37.162368,14.38328381,.0054741,99.1772,165.3842,262.3111,159.2417,0,U,30575,999,94555,.1247E-2,.3815E-4,0
FENGYUN 1C DEB,1999-025ALT,2025-04-02T00:45:20.892384,14.10630590,.0028198,98.7949,131.6185,283.3667,107.1422,0,U,30577,999,93193,.76973E-3,.1335E-4,0
FENGYUN 1C DEB,1999-025ALU,2025-04-02T10:37:14.610144,14.81733594,.0016882,99.0133,273.8363,7.7907,48.8456,0,U,30578,999,93842,.12804E-1,.102622E-2,0
FENGYUN 1C DEB,1999-025ALV,2025-04-02T08:42:20.242656,14.04933145,.0054349,98.8304,124.0473,96.4637,276.2110,0,U,30579,999,92885,.69324E-3,.1087E-4,0
FENGYUN 1C DEB,1999-025ALZ,2025-04-02T12:08:31.286688,14.17102876,.0193846,99.1840,300.6158,315.9213,42.6646,0,U,30594,999,93978,.24455E-3,.541E-5,0
FENGYUN 1C DEB,1999-025AMB,2025-04-02T12:00:09.089280,14.33591518,.0250036,98.4078,96.8919,326.0099,186.8636,0,U,30596,999,94917,.98143E-3,.3806E-4,0
FENGYUN 1C DEB,1999-025AMC,2025-04-02T04:22:19.067232,14.71116859,.0068001,98.9484,0.2254,251.4959,107.8847,0,U,30597,999,94773,.56496E-2,.36142E-3,0
FENGYUN 1C DEB,1999-025AME,2025-04-02T00:01:47.599968,14.18457631,.0306472,98.6139,110.4325,1.1341,359.0465,0,U,30599,999,93554,.15277E-2,.4988E-4,0
FENGYUN 1C DEB,1999-025AMF,2025-04-02T03:48:55.098720,14.01564454,.0345743,98.3700,56.0538,249.5350,106.8386,0,U,30600,999,90860,.36313E-2,.9246E-4,0
FENGYUN 1C DEB,1999-025AMH,2025-04-02T15:14:34.005120,14.67219191,.0015305,99.0431,336.5684,230.1539,190.3768,0,U,30602,999,94056,.8421E-2,.47777E-3,0
FENGYUN 1C DEB,1999-025AMJ,2025-04-01T15:31:33.420576,13.83194742,.018666,98.4285,140.9115,182.8759,306.5549,0,U,30603,999,91348,.20157E-2,.249E-4,0
FENGYUN 1C DEB,1999-025AMK,2025-04-02T09:37:38.587584,14.23091336,.0211444,98.4311,138.0180,30.4896,340.9876,0,U,30604,999,94221,.60167E-3,.1664E-4,0
FENGYUN 1C DEB,1999-025AMM,2025-04-01T23:25:40.057248,14.55229090,.0219738,98.1063,109.1803,209.5893,216.6828,0,U,30606,999,95534,.41382E-3,.2423E-4,0
FENGYUN 1C DEB,1999-025AMP,2025-04-02T02:41:40.773408,14.26994352,.0014372,98.7326,155.1985,193.5919,195.5125,0,U,30608,999,93806,.12607E-2,.3027E-4,0
FENGYUN 1C DEB,1999-025AMQ,2025-04-01T12:06:27.230976,14.08890397,.0123196,98.5701,20.1809,59.6413,301.6872,0,U,30609,999,92131,.41067E-2,.7578E-4,0
FENGYUN 1C DEB,1999-025AMT,2025-04-02T14:37:15.532320,14.98749071,.0061469,99.0714,34.6508,93.6335,78.6531,0,U,30612,999,96422,.53546E-2,.67548E-3,0
FENGYUN 1C DEB,1999-025AMU,2025-04-02T13:04:59.853216,14.89938766,.0113536,98.3039,194.7831,283.6602,75.1993,0,U,30613,999,95583,.43159E-2,.47146E-3,0
FENGYUN 1C DEB,1999-025AMX,2025-04-02T11:48:00.281952,13.35317135,.0388382,98.6442,188.9007,174.3837,186.1842,0,U,30616,999,88306,.3235E-2,.2483E-4,0
FENGYUN 1C DEB,1999-025ANA,2025-04-02T01:13:11.896896,14.40244964,.0218762,98.3182,122.0486,106.6206,255.9126,0,U,30619,999,95282,.59668E-3,.2458E-4,0
FENGYUN 1C DEB,1999-025ANC,2025-04-01T19:19:11.014176,14.01744527,.0140709,98.6883,46.7571,300.3132,117.4306,0,U,30621,999,92016,.38167E-2,.6279E-4,0
FENGYUN 1C DEB,1999-025AND,2025-04-01T01:42:55.280160,14.26038659,.0081123,101.0023,36.5522,348.3423,74.1052,0,U,30622,999,92783,.79384E-2,.19622E-3,0
FENGYUN 1C DEB,1999-025ANE,2025-04-02T12:38:23.932896,13.29072360,.0405502,98.8422,307.2992,15.3916,13.1562,0,U,30623,999,87839,.87117E-3,.595E-5,0
FENGYUN 1C DEB,1999-025ANF,2025-03-31T03:02:53.126592,14.52009439,.0020689,98.8891,155.2455,333.4905,26.5229,0,U,30624,999,93760,.49026E-2,.1987E-3,0
FENGYUN 1C DEB,1999-025ANG,2025-04-02T06:18:45.255456,14.34621035,.0056475,98.9278,38.5048,332.6002,27.2207,0,U,30625,999,93036,.74158E-2,.2136E-3,0
FENGYUN 1C DEB,1999-025ANK,2025-04-02T14:51:46.895328,14.61211612,.0026925,99.3527,334.2578,297.3091,62.5365,0,U,30628,999,94751,.36934E-2,.18282E-3,0
FENGYUN 1C DEB,1999-025ANL,2025-04-02T10:39:11.937888,14.52385924,.0008222,99.2551,161.0333,215.3790,275.4312,0,U,30629,999,94190,.47009E-2,.19156E-3,0
FENGYUN 1C DEB,1999-025ANM,2025-04-02T10:12:22.255776,14.21178592,.002611,99.1550,255.6639,80.1327,308.3554,0,U,30630,999,93599,.18863E-2,.4072E-4,0
FENGYUN 1C DEB,1999-025ANN,2025-04-02T04:54:23.948640,14.83118401,.0016766,99.0256,6.5180,263.5978,96.3323,0,U,30631,999,4740,.12089E-1,.100121E-2,0
FENGYUN 1C DEB,1999-025ANP,2025-04-02T06:29:18.982176,14.53017384,.0020005,98.8073,208.6223,218.2713,171.8155,0,U,30632,999,93984,.78607E-2,.32639E-3,0
FENGYUN 1C DEB,1999-025ANQ,2025-03-31T21:49:51.358080,14.03476740,.0131043,98.4470,334.1594,263.7449,231.7689,0,U,30633,999,92302,.15936E-2,.2652E-4,0
FENGYUN 1C DEB,1999-025ANR,2025-04-01T20:45:02.457792,14.07198906,.0127373,99.2792,67.2769,84.5572,336.2944,0,U,30634,999,92155,.43275E-2,.7769E-4,0
FENGYUN 1C DEB,1999-025ANW,2025-04-01T19:52:00.990336,14.27840153,.0069269,99.0101,194.7713,300.4808,58.9543,0,U,30639,999,93076,.37278E-2,.9423E-4,0
FENGYUN 1C DEB,1999-025ANX,2025-04-02T10:41:23.125920,14.13013402,.0083487,99.0705,160.1242,98.3191,23.9170,0,U,30640,999,92852,.22966E-2,.4385E-4,0
FENGYUN 1C DEB,1999-025ANY,2025-04-02T04:54:51.556896,14.75806143,.0142004,98.9384,359.2391,205.6364,309.0577,0,U,30641,999,96787,.7903E-3,.6321E-4,0
FENGYUN 1C DEB,1999-025APD,2025-04-02T14:20:45.975840,14.08982421,.0048707,98.6702,122.8095,33.4182,327.0047,0,U,30646,999,93025,.1196E-2,.2052E-4,0
FENGYUN 1C DEB,1999-025APE,2025-04-02T07:32:29.949792,14.50080612,.0031174,98.9889,6.2654,221.8921,266.9328,0,U,30647,999,94294,.42273E-2,.16488E-3,0
FENGYUN 1C DEB,1999-025APF,2025-04-01T04:55:29.348256,14.43571577,.0039146,98.6395,181.1373,174.1183,239.7886,0,U,30648,999,94174,.34553E-2,.11789E-3,0
FENGYUN 1C DEB,1999-025APG,2025-04-01T22:58:25.956768,14.26826409,.0054032,98.8058,185.0176,191.4947,228.2243,0,U,30649,999,93427,.27851E-2,.6819E-4,0
FENGYUN 1C DEB,1999-025APH,2025-04-02T07:35:45.861792,14.12383101,.0073977,99.2160,125.5505,182.3477,309.3944,0,U,30650,999,92705,.20771E-2,.3884E-4,0
FENGYUN 1C DEB,1999-025APJ,2025-04-02T14:36:09.605664,14.07704471,.0007275,98.8144,132.1890,259.3941,227.2150,0,U,30652,999,93118,.12992E-3,.177E-5,0
FENGYUN 1C DEB,1999-025APL,2025-04-02T07:13:07.308192,14.15800485,.0036276,99.2403,6.0281,94.8173,265.7143,0,U,30654,999,93078,.16848E-2,.3285E-4,0
FENGYUN 1C DEB,1999-025APM,2025-04-02T01:39:48.403872,15.12071248,.0004521,98.7608,128.1624,225.8441,188.3378,0,U,30655,999,94094,.13501E-1,.239977E-2,0
FENGYUN 1C DEB,1999-025APN,2025-04-02T02:26:30.614208,14.40237391,.0035553,99.0062,251.7587,123.1334,237.3273,0,U,30656,999,93414,.42863E-2,.13645E-3,0
FENGYUN 1C DEB,1999-025APP,2025-04-01T12:26:20.979168,14.34818537,.0016425,98.8331,182.9544,24.2739,97.0381,0,U,30657,999,93568,.31415E-2,.8893E-4,0
FENGYUN 1C DEB,1999-025APQ,2025-03-31T16:21:41.241312,13.85856604,.0187055,98.4532,147.7745,210.6362,148.3767,0,U,30658,999,91224,.25168E-2,.3274E-4,0
FENGYUN 1C DEB,1999-025APS,2025-04-01T12:03:19.835424,14.83264765,.0149055,98.1370,182.2943,84.4891,288.5770,0,U,30660,999,96996,.11647E-2,.11543E-3,0
FENGYUN 1C DEB,1999-025APT,2025-04-02T08:46:22.378656,14.20920978,.0145018,99.4662,249.5042,42.7862,318.4494,0,U,30661,999,94289,.28692E-3,.641E-5,0
FENGYUN 1C DEB,1999-025APU,2025-04-01T02:26:11.597568,14.20591940,.0032689,99.0679,140.7063,281.2558,134.3691,0,U,30662,999,93007,.21273E-2,.4556E-4,0
FENGYUN 1C DEB,1999-025APV,2025-04-02T02:48:12.232800,13.20806451,.0658268,99.2986,35.3239,32.3084,331.6639,0,U,30663,999,85683,.43966E-2,.563E-4,0
FENGYUN 1C DEB,1999-025APX,2025-04-01T21:21:28.432224,14.10532157,.0069914,99.1937,57.2159,194.5761,228.1619,0,U,30665,999,92375,.2203E-2,.397E-4,0
FENGYUN 1C DEB,1999-025APY,2025-04-02T10:52:45.785280,14.02232737,.0061831,98.8015,84.3933,133.3045,18.5927,0,U,30666,999,92546,.48281E-3,.71E-5,0
